연월,보험사,상품카테고리,연령대,성별,가입건수,청구건수,경과보험료_원,청구금액_원,손해율(%)
2024-11,한빛생명,연금,40대,여성,1339,257,61782799,9092252,14.7
2024-11,한빛생명,연금,50대,남성,2759,489,128467317,40305914,31.4
2024-11,한빛생명,연금,50대,여성,2821,475,101795785,21967624,21.6
2024-11,한빛생명,연금,60대이상,남성,2794,604,244508528,80454312,32.9
2024-11,한빛생명,연금,60대이상,여성,3156,572,123544776,48431450,39.2
2024-12,한빛생명,연금,20대,남성,2495,545,92000630,23960302,26.0
2024-12,한빛생명,연금,20대,여성,959,185,52733492,24182531,45.9
2024-12,한빛생명,연금,30대,남성,4067,403,336959084,79743923,23.7
2024-12,한빛생명,연금,30대,여성,3723,368,152844042,68567213,44.9
2024-12,한빛생명,연금,40대,남성,2844,602,182690028,31380539,17.2
2024-12,한빛생명,연금,40대,여성,3280,654,131895360,65087986,49.3
2024-12,한빛생명,연금,50대,남성,3971,653,214890665,51420915,23.9
2024-12,한빛생명,연금,50대,여성,1481,301,74282517,10172623,13.7
2024-12,한빛생명,연금,60대이상,남성,1089,61,48312396,15456147,32.0
2024-12,한빛생명,연금,60대이상,여성,2939,248,227120042,105305455,46.4
2025-01,한빛생명,연금,20대,남성,2953,560,190462594,57844438,30.4
2025-01,한빛생명,연금,20대,여성,2935,538,256736190,68573587,26.7
2025-01,한빛생명,연금,30대,남성,676,95,48376588,22103488,45.7
2025-01,한빛생명,연금,30대,여성,2902,181,214675450,58109535,27.1
2025-01,한빛생명,연금,40대,남성,3632,189,141063248,27781812,19.7
2025-01,한빛생명,연금,40대,여성,2566,252,148083860,21773434,14.7
2025-01,한빛생명,연금,50대,남성,4133,520,284792631,134782702,47.3
2025-01,한빛생명,연금,50대,여성,2245,156,160474845,39334553,24.5
2025-01,한빛생명,연금,60대이상,남성,4473,375,379167264,151710319,40.0
2025-01,한빛생명,연금,60대이상,여성,551,108,41317286,12044305,29.2
2025-02,한빛생명,연금,20대,남성,1471,88,60844973,19320673,31.8
2025-02,한빛생명,연금,20대,여성,3604,727,273615680,125256179,45.8
2025-02,한빛생명,연금,30대,남성,1448,115,111937640,52159755,46.6
2025-02,한빛생명,연금,30대,여성,4353,730,142138509,21932156,15.4
2025-02,한빛생명,연금,40대,남성,4185,898,307333845,138985342,45.2
2025-02,한빛생명,연금,40대,여성,3379,572,248978236,122278557,49.1
2025-02,한빛생명,연금,50대,남성,2911,432,159039574,39562338,24.9
2025-02,한빛생명,연금,50대,여성,2766,351,151444032,45001568,29.7
2025-02,한빛생명,연금,60대이상,남성,3047,210,242535106,88640718,36.5
2025-02,한빛생명,연금,60대이상,여성,1455,261,59711745,27665335,46.3
2025-03,한빛생명,연금,20대,남성,2789,376,229470553,23527529,10.3
2025-03,한빛생명,연금,20대,여성,693,151,55074096,22434533,40.7
2025-03,한빛생명,연금,30대,남성,1798,112,49029662,4995660,10.2
2025-03,한빛생명,연금,30대,여성,3804,380,158908296,77830698,49.0
2025-03,한빛생명,연금,40대,남성,3464,435,198778176,53754807,27.0
2025-03,한빛생명,연금,40대,여성,1891,357,158528203,20923287,13.2
2025-03,한빛생명,연금,50대,남성,4325,901,317653950,98760073,31.1
2025-03,한빛생명,연금,50대,여성,1117,126,45735565,10009043,21.9
2025-03,한빛생명,연금,60대이상,남성,2335,272,122543135,16723694,13.6
2025-03,한빛생명,연금,60대이상,여성,654,116,17966034,4960420,27.6
2025-04,한빛생명,연금,20대,남성,3120,226,86002800,47595419,55.3
2025-04,한빛생명,연금,20대,여성,1165,97,66146370,26967515,40.8
2025-04,한빛생명,연금,30대,남성,3213,589,82484136,29167591,35.4
2025-04,한빛생명,연금,30대,여성,2287,260,194225762,49124088,25.3
2025-04,한빛생명,연금,40대,남성,3100,444,148710100,25573645,17.2
2025-04,한빛생명,연금,40대,여성,2365,186,131094315,42866860,32.7
2025-04,한빛생명,연금,50대,남성,1223,253,89232526,43086192,48.3
2025-04,한빛생명,연금,50대,여성,2702,392,104964594,46742239,44.5
2025-04,한빛생명,연금,60대이상,남성,2904,543,119839368,45535977,38.0
2025-04,한빛생명,연금,60대이상,여성,556,119,49649132,10986725,22.1
2025-05,한빛생명,연금,20대,남성,3596,646,315538212,34148771,10.8
2025-05,한빛생명,연금,20대,여성,1769,271,153749097,45673425,29.7
2025-05,한빛생명,연금,30대,남성,3864,590,278837832,39424508,14.1
2025-05,한빛생명,연금,30대,여성,2129,330,79196671,38031733,48.0
2025-05,한빛생명,연금,40대,남성,3058,256,237053102,85752012,36.2
2025-05,한빛생명,연금,40대,여성,594,43,36683658,11452760,31.2
2025-05,한빛생명,연금,50대,남성,2434,226,192522098,57739081,30.0
2025-05,한빛생명,연금,50대,여성,1099,92,80009398,31339190,39.2
2025-05,한빛생명,연금,60대이상,남성,2524,540,99410264,25650365,25.8
2025-05,한빛생명,연금,60대이상,여성,4125,882,181108125,87565240,48.3
2025-06,한빛생명,연금,20대,남성,4120,589,315019320,70390480,22.3
2025-06,한빛생명,연금,20대,여성,1239,126,44108400,4471048,10.1
2025-06,한빛생명,연금,30대,남성,3801,571,150534804,21639675,14.4
2025-06,한빛생명,연금,30대,여성,3959,803,292130651,108944307,37.3
2025-06,한빛생명,연금,40대,남성,519,30,43550847,13675633,31.4
2025-06,한빛생명,연금,40대,여성,3952,336,117983008,31018470,26.3
2025-06,한빛생명,연금,50대,남성,3322,556,93587384,38479657,41.1
2025-06,한빛생명,연금,50대,여성,3163,356,120880371,39620170,32.8
2025-06,한빛생명,연금,60대이상,남성,2133,290,128543112,37700486,29.3
2025-06,한빛생명,연금,60대이상,여성,2586,438,92534838,41878086,45.3
2025-07,한빛생명,연금,20대,남성,1676,148,137755468,58345030,42.4
2025-07,한빛생명,연금,20대,여성,3837,303,206280957,30155462,14.6
2025-07,한빛생명,연금,30대,남성,3590,565,145484750,22918638,15.8
2025-07,한빛생명,연금,30대,여성,4482,509,319548672,53428362,16.7
2025-07,한빛생명,연금,40대,남성,3938,350,117498106,56704702,48.3
2025-07,한빛생명,연금,40대,여성,622,136,22646398,5533561,24.4
2025-07,한빛생명,연금,50대,남성,2278,481,76759488,7971500,10.4
2025-07,한빛생명,연금,50대,여성,3418,730,179738948,21293825,11.8
2025-07,한빛생명,연금,60대이상,남성,2073,275,79165797,38743718,48.9
2025-07,한빛생명,연금,60대이상,여성,2749,538,210466189,80635628,38.3
2025-08,한빛생명,연금,20대,남성,2825,390,186786175,31814864,17.0
2025-08,한빛생명,연금,20대,여성,1954,300,173769220,44832172,25.8
2025-08,한빛생명,연금,30대,남성,1418,218,66039096,31584639,47.8
2025-08,한빛생명,연금,30대,여성,4357,377,254910642,33863698,13.3
2025-08,한빛생명,연금,40대,남성,3242,252,182018848,52973135,29.1
2025-08,한빛생명,연금,40대,여성,2082,413,101543304,49224349,48.5
2025-08,한빛생명,연금,50대,남성,3905,387,98554390,43089806,43.7
2025-08,한빛생명,연금,50대,여성,3982,515,212001680,47614762,22.5
2025-08,한빛생명,연금,60대이상,남성,4383,568,187877295,46965682,25.0
2025-08,한빛생명,연금,60대이상,여성,911,149,73761848,16582163,22.5
2025-09,한빛생명,연금,20대,남성,3254,250,124195418,16253386,13.1
2025-09,한빛생명,연금,20대,여성,2258,172,140086320,66233385,47.3
2025-09,한빛생명,연금,30대,남성,4306,564,149840188,34752128,23.2
2025-09,한빛생명,연금,30대,여성,1355,261,86465260,10092477,11.7
2025-09,한빛생명,연금,40대,남성,2455,300,153987420,47640276,30.9
2025-09,한빛생명,연금,40대,여성,1710,354,81635400,11080545,13.6
2025-09,한빛생명,연금,50대,남성,1747,238,67703238,20687584,30.6
2025-09,한빛생명,연금,50대,여성,718,46,23722720,11414565,48.1
2025-09,한빛생명,연금,60대이상,남성,3392,395,104436288,51375386,49.2
2025-09,한빛생명,연금,60대이상,여성,1308,204,114822780,50435092,43.9
2025-10,한빛생명,연금,20대,남성,2771,386,200886416,77733334,38.7
2025-10,한빛생명,연금,20대,여성,4278,914,193160256,53932485,27.9
2025-10,한빛생명,연금,30대,남성,433,32,38863915,18454744,47.5
2025-10,한빛생명,연금,30대,여성,2010,350,57451830,20676550,36.0
2025-10,한빛생명,연금,40대,남성,2682,510,132893100,58508464,44.0
2025-10,한빛생명,연금,40대,여성,2524,337,165238708,71200894,43.1
2025-10,한빛생명,연금,50대,남성,1597,180,56083446,27589863,49.2
2025-10,한빛생명,연금,50대,여성,3537,761,138077406,29886844,21.6
2025-10,한빛생명,연금,60대이상,남성,1767,110,70328367,23309612,33.1
2025-10,한빛생명,연금,60대이상,여성,647,72,19370533,8173366,42.2
2025-11,한빛생명,연금,20대,남성,658,89,43326010,15828879,36.5
2025-11,한빛생명,연금,20대,여성,3119,640,255786071,72320044,28.3
2025-11,한빛생명,연금,30대,남성,3580,771,107464440,41326178,38.5
2025-11,한빛생명,연금,30대,여성,4101,403,229569879,107277917,46.7
2025-11,한빛생명,연금,40대,남성,4183,729,263968215,68524680,26.0
2025-11,한빛생명,연금,40대,여성,1672,97,71384368,22106957,31.0
2025-11,한빛생명,연금,50대,남성,1375,194,41683125,17940613,43.0
2025-11,한빛생명,연금,50대,여성,2712,414,132313056,52359650,39.6
2025-11,한빛생명,연금,60대이상,남성,1377,147,102897702,41152112,40.0
2025-11,한빛생명,연금,60대이상,여성,3550,345,219461000,103176490,47.0
2025-12,한빛생명,연금,20대,남성,1566,158,43415784,20363261,46.9
2025-12,한빛생명,연금,20대,여성,941,63,63555140,30801092,48.5
2025-12,한빛생명,연금,30대,남성,1555,173,138478970,60751507,43.9
2025-12,한빛생명,연금,30대,여성,641,33,46171871,8390390,18.2
2025-12,한빛생명,연금,40대,남성,1880,185,55990160,13112282,23.4
2025-12,한빛생명,연금,40대,여성,3036,589,183544416,43350269,23.6
2025-12,한빛생명,연금,50대,남성,1484,171,72894080,34145952,46.8
2025-12,한빛생명,연금,50대,여성,1080,174,36802080,6907536,18.8
2025-12,한빛생명,연금,60대이상,남성,2891,593,186897368,27722326,14.8
2025-12,한빛생명,연금,60대이상,여성,565,87,24517610,11099783,45.3
2023-07,한빛생명,화재,20대,남성,3848,514,234724152,149427221,63.7
2023-07,한빛생명,화재,20대,여성,2184,474,112486920,48423024,43.0
2023-07,한빛생명,화재,30대,남성,2535,232,97919445,27271121,27.9
2023-07,한빛생명,화재,30대,여성,4257,693,140655537,84609374,60.2
2023-07,한빛생명,화재,40대,남성,1060,179,64066400,40324351,62.9
2023-07,한빛생명,화재,40대,여성,3366,597,197823186,99495505,50.3
2023-07,한빛생명,화재,50대,남성,540,105,27447120,14562884,53.1
2023-07,한빛생명,화재,50대,여성,704,60,51950272,28484088,54.8
2023-07,한빛생명,화재,60대이상,남성,1465,147,80138430,31065112,38.8
2023-07,한빛생명,화재,60대이상,여성,3136,192,235322304,74230806,31.5
2023-08,한빛생명,화재,20대,남성,550,55,39702850,22097203,55.7
2023-08,한빛생명,화재,20대,여성,570,112,14292180,7574275,53.0
2023-08,한빛생명,화재,30대,남성,4413,677,270450705,85693296,31.7
2023-08,한빛생명,화재,30대,여성,1622,165,105168858,61245283,58.2
2023-08,한빛생명,화재,40대,남성,3506,696,186582308,87656292,47.0
2023-08,한빛생명,화재,40대,여성,1801,340,94584918,26064262,27.6
2023-08,한빛생명,화재,50대,남성,3687,241,94818579,29476846,31.1
2023-08,한빛생명,화재,50대,여성,2643,470,99033210,33428717,33.8
2023-08,한빛생명,화재,60대이상,남성,2376,281,118866528,40353350,33.9
2023-08,한빛생명,화재,60대이상,여성,3754,784,252396436,94886070,37.6
2023-09,한빛생명,화재,20대,남성,3437,410,284023369,167550776,59.0
2023-09,한빛생명,화재,20대,여성,2392,314,210565368,125391229,59.5
2023-09,한빛생명,화재,30대,남성,1729,327,148415631,94660886,63.8
2023-09,한빛생명,화재,30대,여성,3952,268,273071344,172754886,63.3
2023-09,한빛생명,화재,40대,남성,3505,183,302555105,167855493,55.5
2023-09,한빛생명,화재,40대,여성,2318,348,140725780,40438387,28.7
2023-09,한빛생명,화재,50대,남성,3800,295,316866800,98237406,31.0
2023-09,한빛생명,화재,50대,여성,4397,618,119374153,57804378,48.4
2023-09,한빛생명,화재,60대이상,남성,1553,152,102347359,46483661,45.4
2023-09,한빛생명,화재,60대이상,여성,1973,277,116324134,64650220,55.6
2023-10,한빛생명,화재,20대,남성,3808,708,255752896,142368064,55.7
2023-10,한빛생명,화재,20대,여성,2492,345,161666008,53016870,32.8
2023-10,한빛생명,화재,30대,남성,2976,187,263462304,160190119,60.8
2023-10,한빛생명,화재,30대,여성,899,165,44661421,14549410,32.6
2023-10,한빛생명,화재,40대,남성,2390,421,213049380,61933643,29.1
2023-10,한빛생명,화재,40대,여성,2424,221,168994008,63506410,37.6
2023-10,한빛생명,화재,50대,남성,1310,279,46844290,31225767,66.7
2023-10,한빛생명,화재,50대,여성,2697,499,215096538,75202930,35.0
2023-10,한빛생명,화재,60대이상,남성,2598,444,218393076,135848775,62.2
2023-10,한빛생명,화재,60대이상,여성,1693,187,57490894,30543686,53.1
2023-11,한빛생명,화재,20대,남성,3831,731,164219646,81939528,49.9
2023-11,한빛생명,화재,20대,여성,1976,197,76645088,30793760,40.2
2023-11,한빛생명,화재,30대,남성,2557,501,176420215,83011965,47.1
2023-11,한빛생명,화재,30대,여성,4124,467,243146916,111787121,46.0
2023-11,한빛생명,화재,40대,남성,2711,550,68759093,45876593,66.7
2023-11,한빛생명,화재,40대,여성,1327,74,41200696,17482694,42.4
2023-11,한빛생명,화재,50대,남성,458,30,37635692,20540257,54.6
2023-11,한빛생명,화재,50대,여성,604,121,20985980,7927405,37.8
2023-11,한빛생명,화재,60대이상,남성,2205,326,137153205,78893049,57.5
2023-11,한빛생명,화재,60대이상,여성,4433,471,397959276,165795581,41.7
2023-12,한빛생명,화재,20대,남성,2354,458,119008824,56975670,47.9
2023-12,한빛생명,화재,20대,여성,3445,518,302216070,201802309,66.8
2023-12,한빛생명,화재,30대,남성,3637,724,230160271,78343407,34.0
2023-12,한빛생명,화재,30대,여성,890,145,46466900,15865467,34.1
2023-12,한빛생명,화재,40대,남성,3663,322,121853358,58369175,47.9
2023-12,한빛생명,화재,40대,여성,4288,936,182445824,56507931,31.0
2023-12,한빛생명,화재,50대,남성,951,180,64482555,36262020,56.2
2023-12,한빛생명,화재,50대,여성,1819,172,86688083,54689814,63.1
2023-12,한빛생명,화재,60대이상,남성,1854,343,133704918,85498326,63.9
2023-12,한빛생명,화재,60대이상,여성,3865,337,331535835,140154113,42.3
2024-01,한빛생명,화재,20대,남성,3609,776,192500451,61899231,32.2
2024-01,한빛생명,화재,20대,여성,2630,193,99172040,51580019,52.0
2024-01,한빛생명,화재,30대,남성,4491,479,144345231,74829583,51.8
2024-01,한빛생명,화재,30대,여성,2033,217,156620287,47956317,30.6
2024-01,한빛생명,화재,40대,남성,2196,467,159227568,74443346,46.8
2024-01,한빛생명,화재,40대,여성,3241,609,185540768,58183747,31.4
2024-01,한빛생명,화재,50대,남성,3997,836,257414794,122184720,47.5
2024-01,한빛생명,화재,50대,여성,2288,165,95917536,61748824,64.4
2024-01,한빛생명,화재,60대이상,남성,3777,467,316724112,192301115,60.7
2024-01,한빛생명,화재,60대이상,여성,2853,391,193376340,75174924,38.9
2024-02,한빛생명,화재,20대,남성,3488,176,115152832,50640058,44.0
2024-02,한빛생명,화재,20대,여성,1709,339,44710858,44951527,100.5
2024-02,한빛생명,화재,30대,남성,3860,405,161436780,74250132,46.0
2024-02,한빛생명,화재,30대,여성,4048,306,282720416,102302857,36.2
2024-02,한빛생명,화재,40대,남성,1142,90,33118000,11743558,35.5
2024-02,한빛생명,화재,40대,여성,4261,653,159992028,99124095,62.0
2024-02,한빛생명,화재,50대,남성,2399,505,126753564,36933298,29.1
2024-02,한빛생명,화재,50대,여성,2292,245,198860796,63596771,32.0
2024-02,한빛생명,화재,60대이상,남성,1472,265,119096576,46445667,39.0
2024-02,한빛생명,화재,60대이상,여성,782,114,39207134,17630489,45.0
2024-03,한빛생명,화재,20대,남성,4092,463,217399776,85004605,39.1
2024-03,한빛생명,화재,20대,여성,4408,950,183641688,57901088,31.5
2024-03,한빛생명,화재,30대,남성,883,52,31583144,8774512,27.8
2024-03,한빛생명,화재,30대,여성,2076,422,52873644,20058967,37.9
2024-03,한빛생명,화재,40대,남성,2661,183,186208797,69135480,37.1
2024-03,한빛생명,화재,40대,여성,3216,567,284294400,177906524,62.6
2024-03,한빛생명,화재,50대,남성,4134,456,217175556,121306289,55.9
2024-03,한빛생명,화재,50대,여성,974,60,76396664,27735811,36.3
2024-03,한빛생명,화재,60대이상,남성,2390,163,133118220,83600472,62.8
2024-03,한빛생명,화재,60대이상,여성,2154,416,83695824,40943252,48.9
2024-04,한빛생명,화재,20대,남성,3992,489,264254432,73816130,27.9
2024-04,한빛생명,화재,20대,여성,684,64,26030988,12821372,49.3
2024-04,한빛생명,화재,30대,남성,4108,720,203230976,75149840,37.0
2024-04,한빛생명,화재,30대,여성,917,161,52156209,25251552,48.4
2024-04,한빛생명,화재,40대,남성,2508,425,183151716,65617328,35.8
2024-04,한빛생명,화재,40대,여성,2420,285,96429740,44702723,46.4
2024-04,한빛생명,화재,50대,남성,4314,237,173340834,88362864,51.0
2024-04,한빛생명,화재,50대,여성,2861,526,225618460,61137585,27.1
2024-04,한빛생명,화재,60대이상,남성,3265,629,231491765,126353484,54.6
2024-04,한빛생명,화재,60대이상,여성,1643,198,130031949,111063276,85.4
2024-05,한빛생명,화재,20대,남성,970,191,32082750,10399250,32.4
2024-05,한빛생명,화재,20대,여성,1406,217,99821782,47078253,47.2
2024-05,한빛생명,화재,30대,남성,3080,419,263457040,116738827,44.3
2024-05,한빛생명,화재,30대,여성,3607,490,131810601,73840857,56.0
2024-05,한빛생명,화재,40대,남성,4039,731,193714479,63167879,32.6
2024-05,한빛생명,화재,40대,여성,2517,506,111409971,56853910,51.0
2024-05,한빛생명,화재,50대,남성,2893,406,78417658,49127210,62.6
2024-05,한빛생명,화재,50대,여성,3932,440,149447456,65537202,43.9
2024-05,한빛생명,화재,60대이상,남성,1933,349,60481637,39764674,65.7
2024-05,한빛생명,화재,60대이상,여성,1261,115,70360017,42207602,60.0
2024-06,한빛생명,화재,20대,남성,2174,112,117569920,69704703,59.3
2024-06,한빛생명,화재,20대,여성,565,70,32429305,17238188,53.2
2024-06,한빛생명,화재,30대,남성,2907,430,158576850,46687246,29.4
2024-06,한빛생명,화재,30대,여성,2954,254,208014772,111564470,53.6
2024-06,한빛생명,화재,40대,남성,1509,209,68019684,27183776,40.0
2024-06,한빛생명,화재,40대,여성,2679,344,164485242,92486839,56.2
2024-06,한빛생명,화재,50대,남성,2672,458,228659072,82981761,36.3
2024-06,한빛생명,화재,50대,여성,3090,190,136306080,66817917,49.0
2024-06,한빛생명,화재,60대이상,남성,940,157,68489340,20136498,29.4
2024-06,한빛생명,화재,60대이상,여성,749,40,21376460,13280512,62.1
2024-07,한빛생명,화재,20대,남성,1757,186,57260630,30663350,53.6
2024-07,한빛생명,화재,20대,여성,4237,534,282658744,147851821,52.3
2024-07,한빛생명,화재,30대,남성,2297,166,178414881,115718266,64.9
2024-07,한빛생명,화재,30대,여성,686,120,32523946,20500436,63.0
2024-07,한빛생명,화재,40대,남성,2010,425,76116690,23730053,31.2
2024-07,한빛생명,화재,40대,여성,1224,94,108319104,43538862,40.2
2024-07,한빛생명,화재,50대,남성,579,106,34722630,15125437,43.6
2024-07,한빛생명,화재,50대,여성,3755,714,238637760,121513106,50.9
2024-07,한빛생명,화재,60대이상,남성,2624,566,184645632,112062752,60.7
2024-07,한빛생명,화재,60대이상,여성,4286,894,247910812,119981433,48.4
2024-08,한빛생명,화재,20대,남성,986,84,46629912,14026132,30.1
2024-08,한빛생명,화재,20대,여성,2215,227,145897620,76675287,52.6
2024-08,한빛생명,화재,30대,남성,2873,418,168389403,71308856,42.3
2024-08,한빛생명,화재,30대,여성,430,70,26139270,9195747,35.2
2024-08,한빛생명,화재,40대,남성,2634,471,233448786,88097718,37.7
2024-08,한빛생명,화재,40대,여성,2892,159,191580540,86141439,45.0
2024-08,한빛생명,화재,50대,남성,4441,240,236776356,157283384,66.4
2024-08,한빛생명,화재,50대,여성,3654,604,192174822,91260251,47.5
2024-08,한빛생명,화재,60대이상,남성,2317,270,160751143,44291854,27.6
2024-08,한빛생명,화재,60대이상,여성,3945,402,295109670,314887634,106.7
2024-09,한빛생명,화재,20대,남성,614,120,16048732,5840705,36.4
2024-09,한빛생명,화재,20대,여성,3579,631,130472445,35826065,27.5
2024-09,한빛생명,화재,30대,남성,4399,560,327329590,172312466,52.6
2024-09,한빛생명,화재,30대,여성,3949,440,162059062,61085949,37.7
2024-09,한빛생명,화재,40대,남성,2144,179,66554048,30132637,45.3
2024-09,한빛생명,화재,40대,여성,1483,127,78733953,42734420,54.3
2024-09,한빛생명,화재,50대,남성,3536,712,112048768,56555850,50.5
2024-09,한빛생명,화재,50대,여성,1272,209,48311832,26419219,54.7
2024-09,한빛생명,화재,60대이상,남성,3353,465,146992167,70544344,48.0
2024-09,한빛생명,화재,60대이상,여성,1317,279,50242233,33352670,66.4
2024-10,한빛생명,화재,20대,남성,3220,661,97675480,62390495,63.9
2024-10,한빛생명,화재,20대,여성,960,107,84724800,41006659,48.4
2024-10,한빛생명,화재,30대,남성,1695,96,81461700,52194180,64.1
2024-10,한빛생명,화재,30대,여성,3870,749,102512430,40351037,39.4
2024-10,한빛생명,화재,40대,남성,2794,452,159713422,95384752,59.7
2024-10,한빛생명,화재,40대,여성,911,178,33041970,10157046,30.7
2024-10,한빛생명,화재,50대,남성,1635,124,40889715,20702605,50.6
2024-10,한빛생명,화재,50대,여성,2917,542,89312706,59538574,66.7
2024-10,한빛생명,화재,60대이상,남성,3060,195,150359220,55326646,36.8
2024-10,한빛생명,화재,60대이상,여성,3394,682,149257938,50871521,34.1
2024-11,한빛생명,화재,20대,남성,2164,248,149506432,95461583,63.9
2024-11,한빛생명,화재,20대,여성,2422,399,75392016,36906063,49.0
2024-11,한빛생명,화재,30대,남성,3086,198,248614332,125214800,50.4
2024-11,한빛생명,화재,30대,여성,3858,687,184531998,94144131,51.0
2024-11,한빛생명,화재,40대,남성,3197,467,109346991,56192031,51.4
2024-11,한빛생명,화재,40대,여성,2736,523,192929040,90890172,47.1
2024-11,한빛생명,화재,50대,남성,1970,130,79487530,29346052,36.9
2024-11,한빛생명,화재,50대,여성,1303,153,88209191,33807344,38.3
2024-11,한빛생명,화재,60대이상,남성,1405,214,63240455,33751414,53.4
2024-11,한빛생명,화재,60대이상,여성,3419,546,182434421,117801999,64.6
2024-12,한빛생명,화재,20대,남성,4222,434,221165248,126768334,57.3
2024-12,한빛생명,화재,20대,여성,631,101,20356691,5505579,27.0
2024-12,한빛생명,화재,30대,남성,1615,336,68532525,36869164,53.8
2024-12,한빛생명,화재,30대,여성,421,56,23070800,9982130,43.3
2024-12,한빛생명,화재,40대,남성,1718,300,62370272,17120377,27.4
2024-12,한빛생명,화재,40대,여성,2586,358,211190862,118043528,55.9
2024-12,한빛생명,화재,50대,남성,3500,426,263634000,147803928,56.1
2024-12,한빛생명,화재,50대,여성,3053,525,85712975,43978477,51.3
2024-12,한빛생명,화재,60대이상,남성,1484,120,102048744,66739685,65.4
2024-12,한빛생명,화재,60대이상,여성,3122,484,93357166,58605607,62.8
2025-01,한빛생명,화재,20대,남성,2818,349,115740896,38667528,33.4
2025-01,한빛생명,화재,20대,여성,3610,752,138948900,66583074,47.9
2025-01,한빛생명,화재,30대,남성,4148,537,116479988,53010623,45.5
2025-01,한빛생명,화재,30대,여성,3668,429,235834060,69189283,29.3
2025-01,한빛생명,화재,40대,남성,2712,527,178753344,67740653,37.9
2025-01,한빛생명,화재,40대,여성,923,104,49134982,27575102,56.1
2025-01,한빛생명,화재,50대,남성,548,53,49289312,32734474,66.4
2025-01,한빛생명,화재,50대,여성,2874,459,175900296,96590988,54.9
2025-01,한빛생명,화재,60대이상,남성,706,57,36147200,17189249,47.6
2025-01,한빛생명,화재,60대이상,여성,2351,389,133127726,68012803,51.1
2025-02,한빛생명,화재,20대,남성,4046,373,124827192,71978640,57.7
2025-02,한빛생명,화재,20대,여성,451,40,21254277,13835055,65.1
2025-02,한빛생명,화재,30대,남성,2810,244,249530810,108488567,43.5
2025-02,한빛생명,화재,30대,여성,4047,668,348483123,229621899,65.9
2025-02,한빛생명,화재,40대,남성,831,108,69729210,22747490,32.6
2025-02,한빛생명,화재,40대,여성,1210,235,51507280,18600769,36.1
2025-02,한빛생명,화재,50대,남성,2721,563,86699223,30129923,34.8
2025-02,한빛생명,화재,50대,여성,1601,217,91132122,25522092,28.0
2025-02,한빛생명,화재,60대이상,남성,3142,236,193189012,97572972,50.5
2025-02,한빛생명,화재,60대이상,여성,4295,916,343140435,229592655,66.9
2025-03,한빛생명,화재,20대,남성,4427,960,290136726,163412472,56.3
2025-03,한빛생명,화재,20대,여성,532,71,25781784,15971651,61.9
2025-03,한빛생명,화재,30대,남성,3758,601,222101558,85131026,38.3
2025-03,한빛생명,화재,30대,여성,2583,467,159195456,72292579,45.4
2025-03,한빛생명,화재,40대,남성,1690,225,60488480,32807717,54.2
2025-03,한빛생명,화재,40대,여성,2869,494,251872379,104070294,41.3
2025-03,한빛생명,화재,50대,남성,3913,385,286353340,121600136,42.5
2025-03,한빛생명,화재,50대,여성,4486,912,361230664,196359864,54.4
2025-03,한빛생명,화재,60대이상,남성,3979,570,116003766,47794933,41.2
2025-03,한빛생명,화재,60대이상,여성,834,144,31679490,19330979,61.0
2025-04,한빛생명,화재,20대,남성,3974,442,235960224,109679663,46.5
2025-04,한빛생명,화재,20대,여성,2829,155,79288383,48241738,60.8
2025-04,한빛생명,화재,30대,남성,3960,676,158966280,58099605,36.5
2025-04,한빛생명,화재,30대,여성,3237,601,277828473,126798378,45.6
2025-04,한빛생명,화재,40대,남성,2817,184,123666300,39490357,31.9
2025-04,한빛생명,화재,40대,여성,1310,256,116516640,36850583,31.6
2025-04,한빛생명,화재,50대,남성,2805,522,112884420,40983232,36.3
2025-04,한빛생명,화재,50대,여성,1554,277,134111754,52449305,39.1
2025-04,한빛생명,화재,60대이상,남성,2565,310,224173305,98221940,43.8
2025-04,한빛생명,화재,60대이상,여성,4426,538,210438596,121014663,57.5
2025-05,한빛생명,화재,20대,남성,4092,856,227408808,138664954,61.0
2025-05,한빛생명,화재,20대,여성,3983,704,108612427,67206385,61.9
2025-05,한빛생명,화재,30대,남성,3189,231,272924187,101696831,37.3
2025-05,한빛생명,화재,30대,여성,4414,493,288260684,176214032,61.1
2025-05,한빛생명,화재,40대,남성,2163,438,77519757,32594297,42.0
2025-05,한빛생명,화재,40대,여성,3265,536,89222655,45321426,50.8
2025-05,한빛생명,화재,50대,남성,2850,384,145341450,71660488,49.3
2025-05,한빛생명,화재,50대,여성,3404,203,211538176,94815333,44.8
2025-05,한빛생명,화재,60대이상,남성,955,52,64778605,22608281,34.9
2025-05,한빛생명,화재,60대이상,여성,2845,248,221249960,105486276,47.7
2025-06,한빛생명,화재,20대,남성,3906,564,113918490,69314850,60.8
2025-06,한빛생명,화재,20대,여성,1801,121,142893141,40910045,28.6
2025-06,한빛생명,화재,30대,남성,2137,418,164115189,71139529,43.3
2025-06,한빛생명,화재,30대,여성,1607,313,129390819,68022684,52.6
2025-06,한빛생명,화재,40대,남성,976,80,81848336,36793182,45.0
2025-06,한빛생명,화재,40대,여성,1699,94,141448546,72864337,51.5
2025-06,한빛생명,화재,50대,남성,3526,365,163641660,52784531,32.3
2025-06,한빛생명,화재,50대,여성,2347,210,187490095,80586324,43.0
2025-06,한빛생명,화재,60대이상,남성,479,44,29029795,10709127,36.9
