customer_id,age,gender,occupation,family_structure,income_band,residence_region,driver_status,persona_cluster,child_count,homeowner_flag,priority_need_1,priority_need_2,needs_tags
C00341,24,남성,의료진,외벌이자녀2,800-1200만원,서울 강남,비운전,자영업중장년,2,N,뇌혈관,암진단,뇌혈관|노후연금
C00342,46,여성,주부,외벌이자녀2,1200만원 이상,대전,비운전,맞벌이자녀가구,2,N,뇌혈관,치과,어린이성장|재산보장
C00343,64,남성,공무원,맞벌이자녀2,300만원 이하,서울 강남,비운전,1인가구청년,2,Y,자동차배상,노후연금,노후연금|사망보장|암진단|해외여행
C00344,22,남성,교사,3세대가구,800-1200만원,경기 북부,자가운전,자영업중장년,3,N,해외여행,자차손해,치과|뇌혈관|암진단
C00345,23,여성,프리랜서,편부모가정,300만원 이하,경기 남부,자가운전,자영업중장년,2,Y,노후연금,입원비,수술비|자차손해
C00346,74,남성,IT개발자,편부모가정,300-500만원,경기 북부,자가운전,골드에이지,1,Y,자동차배상,심혈관,치과|어린이성장|사망보장
C00347,22,남성,의료진,외벌이자녀2,800-1200만원,제주,자가운전,1인가구청년,2,Y,심혈관,자녀상해,해외여행|어린이성장|재산보장
C00348,44,남성,교사,1인가구,300만원 이하,강원,자가운전,사회초년생,0,Y,재산보장,입원비,노후연금|자차손해|자동차배상|해외여행
C00349,29,남성,교사,맞벌이자녀1,300-500만원,대전,자가운전,골드에이지,1,Y,뇌혈관,어린이성장,치과|사망보장|입원비
C00350,29,여성,공무원,맞벌이자녀1,500-800만원,경기 남부,비운전,안정형시니어,1,N,입원비,암진단,어린이성장|수술비
C00351,35,여성,전문직,외벌이자녀2,800-1200만원,광주,비운전,1인가구청년,2,Y,치과,노후연금,해외여행|암진단
C00352,66,남성,공무원,3세대가구,300-500만원,강원,자가운전,1인가구청년,3,Y,자동차배상,노후연금,암진단|자차손해|치과|사망보장
C00353,30,남성,은퇴자,3세대가구,500-800만원,울산,자가운전,골드에이지,3,N,뇌혈관,해외여행,노후연금|자동차배상|사망보장
C00354,33,남성,학생,맞벌이자녀1,300만원 이하,울산,비운전,사회초년생,1,Y,노후연금,재산보장,자동차배상|사망보장
C00355,31,남성,학생,외벌이자녀2,1200만원 이상,울산,자가운전,자영업중장년,2,N,사망보장,뇌혈관,노후연금|어린이성장|입원비|사망보장
C00356,59,남성,생산직,외벌이자녀2,1200만원 이상,울산,자가운전,자영업중장년,2,Y,재산보장,뇌혈관,입원비|어린이성장|자동차배상|재산보장
C00357,57,여성,은퇴자,1인가구,500-800만원,서울 강남,자가운전,1인가구청년,0,N,노후연금,심혈관,심혈관|해외여행
C00358,61,여성,생산직,맞벌이자녀2,300-500만원,경기 북부,자가운전,안정형시니어,2,Y,심혈관,자차손해,사망보장|자차손해
C00359,74,남성,IT개발자,신혼부부,1200만원 이상,부산,자가운전,안정형시니어,0,N,해외여행,자녀상해,자차손해|자녀상해
C00360,25,남성,사무직,맞벌이자녀2,300-500만원,부산,자가운전,안정형시니어,2,N,재산보장,자차손해,자차손해|자동차배상|해외여행
C00361,49,여성,생산직,맞벌이자녀2,300-500만원,서울 강남,자가운전,골드에이지,2,N,수술비,뇌혈관,치과|어린이성장
C00362,29,남성,의료진,외벌이자녀2,800-1200만원,대구,자가운전,사회초년생,2,Y,재산보장,자동차배상,자녀상해|자동차배상|심혈관
C00363,66,여성,전문직,3세대가구,300만원 이하,대전,자가운전,자영업중장년,3,N,뇌혈관,암진단,자동차배상|어린이성장|해외여행
C00364,41,여성,공무원,맞벌이자녀2,800-1200만원,부산,자가운전,맞벌이자녀가구,2,N,어린이성장,재산보장,암진단|사망보장|자녀상해
C00365,22,남성,사무직,신혼부부,500-800만원,강원,자가운전,안정형시니어,0,Y,입원비,자동차배상,어린이성장|치과
C00366,45,여성,사무직,3세대가구,500-800만원,제주,자가운전,안정형시니어,2,Y,암진단,사망보장,자녀상해|암진단|수술비|재산보장
C00367,37,남성,프리랜서,3세대가구,500-800만원,서울 강남,자가운전,안정형시니어,2,Y,수술비,자차손해,입원비|사망보장
C00368,45,남성,프리랜서,1인가구,1200만원 이상,서울 강북,자가운전,자영업중장년,0,Y,자차손해,해외여행,노후연금|자차손해
C00369,67,여성,교사,맞벌이자녀2,500-800만원,강원,자가운전,1인가구청년,2,N,수술비,자녀상해,재산보장|입원비|해외여행
C00370,68,남성,IT개발자,신혼부부,800-1200만원,서울 강북,자가운전,사회초년생,0,N,수술비,뇌혈관,수술비|자녀상해
C00371,32,여성,사무직,외벌이자녀2,300만원 이하,광주,비운전,맞벌이자녀가구,2,Y,사망보장,자차손해,입원비|심혈관|자녀상해|자차손해
C00372,50,남성,프리랜서,외벌이자녀2,1200만원 이상,경기 북부,자가운전,사회초년생,2,Y,어린이성장,사망보장,재산보장|어린이성장
C00373,22,남성,학생,편부모가정,300만원 이하,강원,자가운전,사회초년생,1,N,치과,노후연금,심혈관|노후연금
C00374,63,남성,자영업,신혼부부,800-1200만원,강원,자가운전,자영업중장년,0,Y,어린이성장,뇌혈관,뇌혈관|암진단
C00375,70,여성,의료진,1인가구,800-1200만원,제주,자가운전,안정형시니어,0,Y,노후연금,어린이성장,암진단|해외여행
C00376,34,여성,프리랜서,1인가구,300만원 이하,경기 남부,자가운전,안정형시니어,0,N,치과,어린이성장,입원비|어린이성장
C00377,51,남성,전문직,3세대가구,1200만원 이상,대구,자가운전,안정형시니어,3,Y,어린이성장,해외여행,노후연금|어린이성장
C00378,66,여성,IT개발자,외벌이자녀2,500-800만원,울산,자가운전,맞벌이자녀가구,2,Y,수술비,심혈관,재산보장|노후연금
C00379,50,남성,사무직,맞벌이자녀2,500-800만원,경기 남부,자가운전,사회초년생,2,N,치과,자녀상해,어린이성장|암진단|입원비|사망보장
C00380,62,여성,생산직,편부모가정,800-1200만원,광주,비운전,1인가구청년,2,Y,어린이성장,자차손해,자녀상해|자동차배상|심혈관|사망보장
C00381,54,여성,IT개발자,1인가구,800-1200만원,경기 북부,자가운전,사회초년생,0,Y,자동차배상,노후연금,치과|수술비|암진단
C00382,34,여성,교사,맞벌이자녀2,300-500만원,서울 강남,자가운전,사회초년생,2,N,암진단,사망보장,재산보장|노후연금|해외여행|어린이성장
C00383,25,남성,생산직,맞벌이자녀2,300만원 이하,울산,자가운전,맞벌이자녀가구,2,Y,해외여행,입원비,자차손해|뇌혈관|어린이성장|사망보장
C00384,62,여성,생산직,외벌이자녀2,300만원 이하,서울 강북,비운전,1인가구청년,2,N,재산보장,심혈관,입원비|심혈관|수술비
C00385,38,남성,의료진,맞벌이자녀1,300-500만원,울산,자가운전,자영업중장년,1,N,재산보장,해외여행,치과|재산보장
C00386,43,여성,의료진,맞벌이자녀2,800-1200만원,경기 남부,자가운전,자영업중장년,2,Y,해외여행,노후연금,해외여행|노후연금
C00387,40,여성,IT개발자,신혼부부,1200만원 이상,부산,자가운전,골드에이지,0,N,해외여행,암진단,암진단|뇌혈관
C00388,23,여성,생산직,맞벌이자녀2,800-1200만원,대전,자가운전,골드에이지,2,Y,암진단,재산보장,자차손해|암진단|자동차배상
C00389,35,남성,자영업,1인가구,300-500만원,서울 강남,비운전,맞벌이자녀가구,0,N,암진단,뇌혈관,자녀상해|자동차배상|암진단
C00390,41,남성,주부,신혼부부,500-800만원,서울 강남,비운전,맞벌이자녀가구,0,Y,노후연금,해외여행,자동차배상|어린이성장|심혈관
C00391,60,여성,교사,신혼부부,300만원 이하,울산,비운전,골드에이지,0,Y,자녀상해,뇌혈관,재산보장|입원비
C00392,38,여성,은퇴자,편부모가정,500-800만원,인천,비운전,맞벌이자녀가구,2,N,해외여행,심혈관,치과|자차손해
C00393,72,여성,생산직,1인가구,500-800만원,제주,자가운전,사회초년생,0,Y,입원비,재산보장,자차손해|뇌혈관|치과
C00394,46,여성,전문직,외벌이자녀2,300-500만원,인천,자가운전,안정형시니어,2,Y,어린이성장,치과,노후연금|수술비|입원비|사망보장
C00395,33,여성,생산직,3세대가구,500-800만원,서울 강남,자가운전,안정형시니어,1,N,해외여행,사망보장,입원비|자녀상해|자동차배상|수술비
C00396,74,여성,IT개발자,외벌이자녀2,800-1200만원,광주,자가운전,맞벌이자녀가구,2,Y,자녀상해,노후연금,심혈관|치과
C00397,70,여성,의료진,편부모가정,300만원 이하,광주,자가운전,골드에이지,2,Y,자차손해,어린이성장,자녀상해|해외여행|뇌혈관|자동차배상
C00398,52,여성,생산직,맞벌이자녀1,1200만원 이상,울산,자가운전,자영업중장년,1,N,뇌혈관,어린이성장,자차손해|자녀상해
C00399,71,여성,학생,맞벌이자녀1,300-500만원,경기 북부,자가운전,골드에이지,1,Y,암진단,어린이성장,심혈관|사망보장|수술비|입원비
C00400,30,여성,IT개발자,맞벌이자녀2,800-1200만원,대구,자가운전,1인가구청년,2,Y,재산보장,심혈관,수술비|노후연금
C00401,70,남성,IT개발자,외벌이자녀2,1200만원 이상,인천,자가운전,맞벌이자녀가구,2,Y,치과,자동차배상,해외여행|암진단
C00402,55,여성,주부,3세대가구,300만원 이하,광주,자가운전,1인가구청년,2,Y,해외여행,자동차배상,해외여행|어린이성장|노후연금|입원비
C00403,58,남성,학생,신혼부부,800-1200만원,강원,자가운전,안정형시니어,0,N,뇌혈관,재산보장,입원비|노후연금|뇌혈관
C00404,31,여성,전문직,편부모가정,500-800만원,부산,자가운전,골드에이지,1,N,암진단,치과,어린이성장|재산보장|사망보장|입원비
C00405,52,남성,사무직,맞벌이자녀2,1200만원 이상,대전,자가운전,안정형시니어,2,Y,사망보장,자동차배상,심혈관|노후연금
C00406,38,여성,은퇴자,맞벌이자녀2,800-1200만원,경기 남부,비운전,자영업중장년,2,Y,어린이성장,노후연금,뇌혈관|자녀상해
C00407,50,여성,IT개발자,1인가구,800-1200만원,서울 강북,자가운전,골드에이지,0,Y,수술비,입원비,암진단|뇌혈관|어린이성장|사망보장
C00408,39,남성,은퇴자,3세대가구,500-800만원,부산,비운전,안정형시니어,1,Y,노후연금,재산보장,노후연금|자차손해|사망보장
C00409,52,남성,IT개발자,편부모가정,1200만원 이상,제주,비운전,안정형시니어,1,Y,해외여행,자동차배상,수술비|뇌혈관
C00410,53,여성,주부,맞벌이자녀1,500-800만원,울산,비운전,맞벌이자녀가구,1,Y,수술비,재산보장,어린이성장|암진단|노후연금
C00411,71,남성,주부,외벌이자녀2,500-800만원,서울 강북,자가운전,안정형시니어,2,Y,어린이성장,자차손해,뇌혈관|어린이성장|노후연금|재산보장
C00412,41,여성,주부,3세대가구,500-800만원,광주,자가운전,자영업중장년,2,Y,수술비,입원비,심혈관|암진단|사망보장
C00413,54,남성,주부,맞벌이자녀1,500-800만원,서울 강북,자가운전,맞벌이자녀가구,1,Y,해외여행,재산보장,노후연금|암진단|수술비|사망보장
C00414,51,남성,의료진,맞벌이자녀2,1200만원 이상,대구,비운전,맞벌이자녀가구,2,N,입원비,뇌혈관,노후연금|자차손해|수술비|재산보장
C00415,70,남성,의료진,3세대가구,500-800만원,광주,자가운전,자영업중장년,3,Y,사망보장,자차손해,사망보장|재산보장
C00416,31,여성,은퇴자,외벌이자녀2,300-500만원,서울 강남,자가운전,사회초년생,2,N,자차손해,자녀상해,암진단|뇌혈관
C00417,72,남성,의료진,편부모가정,800-1200만원,경기 남부,자가운전,맞벌이자녀가구,2,Y,재산보장,입원비,자동차배상|해외여행|어린이성장|수술비
C00418,47,여성,사무직,3세대가구,300만원 이하,대구,자가운전,사회초년생,3,Y,재산보장,자차손해,자차손해|사망보장|노후연금
C00419,43,여성,주부,외벌이자녀2,800-1200만원,대구,자가운전,1인가구청년,2,Y,노후연금,암진단,자동차배상|사망보장|입원비|수술비
C00420,47,남성,교사,맞벌이자녀1,300만원 이하,부산,자가운전,사회초년생,1,N,뇌혈관,사망보장,어린이성장|재산보장|뇌혈관
C00421,45,남성,공무원,외벌이자녀2,300만원 이하,울산,자가운전,맞벌이자녀가구,2,N,수술비,자동차배상,노후연금|심혈관|암진단|사망보장
C00422,49,남성,주부,외벌이자녀2,300-500만원,경기 남부,자가운전,맞벌이자녀가구,2,Y,사망보장,암진단,암진단|어린이성장|자동차배상
C00423,68,여성,전문직,신혼부부,300-500만원,경기 남부,자가운전,안정형시니어,0,N,심혈관,어린이성장,사망보장|해외여행|뇌혈관
C00424,71,여성,IT개발자,3세대가구,500-800만원,인천,자가운전,골드에이지,2,N,자녀상해,자차손해,암진단|수술비|자동차배상|자녀상해
C00425,47,남성,주부,맞벌이자녀2,300-500만원,서울 강남,비운전,맞벌이자녀가구,2,Y,자차손해,노후연금,자차손해|노후연금|입원비|뇌혈관
C00426,59,남성,은퇴자,외벌이자녀2,800-1200만원,강원,자가운전,골드에이지,2,N,자녀상해,치과,암진단|입원비
C00427,30,남성,프리랜서,편부모가정,800-1200만원,부산,자가운전,맞벌이자녀가구,2,N,뇌혈관,치과,해외여행|자차손해|수술비|재산보장
C00428,24,남성,주부,맞벌이자녀1,500-800만원,서울 강남,자가운전,1인가구청년,1,N,입원비,치과,심혈관|재산보장|사망보장
C00429,44,남성,공무원,3세대가구,300-500만원,서울 강북,비운전,자영업중장년,2,Y,수술비,입원비,사망보장|어린이성장|노후연금
C00430,66,남성,프리랜서,맞벌이자녀1,800-1200만원,강원,자가운전,골드에이지,1,Y,자차손해,자동차배상,치과|심혈관|재산보장
C00431,36,여성,자영업,외벌이자녀2,300-500만원,서울 강남,자가운전,안정형시니어,2,N,자차손해,해외여행,해외여행|입원비|노후연금|심혈관
C00432,40,여성,은퇴자,3세대가구,1200만원 이상,강원,자가운전,1인가구청년,2,N,심혈관,암진단,수술비|재산보장|뇌혈관
C00433,74,남성,전문직,외벌이자녀2,300-500만원,대전,비운전,자영업중장년,2,N,수술비,어린이성장,심혈관|뇌혈관
C00434,71,남성,사무직,외벌이자녀2,300만원 이하,경기 북부,비운전,사회초년생,2,Y,어린이성장,재산보장,수술비|심혈관|자녀상해
C00435,58,남성,프리랜서,맞벌이자녀1,1200만원 이상,광주,자가운전,자영업중장년,1,Y,암진단,해외여행,수술비|자차손해|심혈관|노후연금
C00436,48,남성,자영업,1인가구,300-500만원,강원,자가운전,자영업중장년,0,N,자동차배상,노후연금,입원비|수술비|치과|노후연금
C00437,64,여성,사무직,1인가구,1200만원 이상,경기 남부,자가운전,사회초년생,0,Y,노후연금,자동차배상,자녀상해|사망보장|재산보장
C00438,38,남성,사무직,맞벌이자녀1,500-800만원,강원,자가운전,맞벌이자녀가구,1,N,어린이성장,입원비,자녀상해|사망보장|재산보장|입원비
C00439,52,남성,학생,맞벌이자녀2,300-500만원,광주,비운전,사회초년생,2,N,뇌혈관,노후연금,자차손해|자녀상해
C00440,33,여성,자영업,맞벌이자녀2,500-800만원,제주,자가운전,골드에이지,2,Y,치과,자차손해,재산보장|자차손해
C00441,49,여성,학생,편부모가정,1200만원 이상,부산,자가운전,골드에이지,2,Y,사망보장,자차손해,심혈관|수술비|사망보장
C00442,69,남성,생산직,신혼부부,300-500만원,제주,자가운전,자영업중장년,0,Y,해외여행,암진단,자차손해|해외여행|자녀상해|재산보장
C00443,56,남성,은퇴자,신혼부부,300만원 이하,경기 북부,비운전,안정형시니어,0,N,암진단,재산보장,자녀상해|해외여행
C00444,73,남성,공무원,편부모가정,300-500만원,강원,비운전,1인가구청년,1,Y,치과,심혈관,치과|노후연금
C00445,63,여성,의료진,3세대가구,300만원 이하,대전,자가운전,1인가구청년,1,Y,노후연금,자녀상해,노후연금|암진단|자동차배상
C00446,57,남성,자영업,3세대가구,1200만원 이상,경기 북부,자가운전,안정형시니어,3,Y,어린이성장,사망보장,자차손해|입원비|자녀상해
C00447,22,여성,IT개발자,신혼부부,800-1200만원,대전,자가운전,1인가구청년,0,Y,자차손해,입원비,해외여행|재산보장|치과|암진단
C00448,40,여성,IT개발자,맞벌이자녀2,300만원 이하,대구,자가운전,1인가구청년,2,Y,암진단,입원비,해외여행|수술비
C00449,24,남성,프리랜서,외벌이자녀2,1200만원 이상,광주,비운전,안정형시니어,2,Y,수술비,심혈관,재산보장|뇌혈관
C00450,52,남성,생산직,외벌이자녀2,500-800만원,강원,자가운전,골드에이지,2,Y,자동차배상,해외여행,입원비|뇌혈관|재산보장
C00451,31,여성,학생,맞벌이자녀1,300-500만원,광주,자가운전,안정형시니어,1,Y,수술비,해외여행,암진단|사망보장|자동차배상
C00452,24,남성,공무원,1인가구,1200만원 이상,경기 남부,비운전,안정형시니어,0,Y,사망보장,재산보장,자녀상해|어린이성장|수술비|재산보장
C00453,36,여성,생산직,맞벌이자녀2,500-800만원,울산,비운전,자영업중장년,2,Y,수술비,노후연금,재산보장|입원비|심혈관|자동차배상
C00454,60,여성,프리랜서,맞벌이자녀1,800-1200만원,광주,비운전,자영업중장년,1,N,자동차배상,해외여행,사망보장|암진단
C00455,73,남성,은퇴자,3세대가구,300-500만원,강원,비운전,안정형시니어,1,Y,재산보장,치과,입원비|사망보장|수술비|해외여행
C00456,55,남성,학생,외벌이자녀2,300-500만원,대구,자가운전,골드에이지,2,N,심혈관,재산보장,어린이성장|사망보장
C00457,66,남성,생산직,3세대가구,800-1200만원,서울 강남,자가운전,안정형시니어,2,N,재산보장,자녀상해,해외여행|사망보장
C00458,25,여성,공무원,맞벌이자녀1,500-800만원,부산,자가운전,골드에이지,1,Y,심혈관,사망보장,뇌혈관|수술비|치과
C00459,48,남성,IT개발자,맞벌이자녀2,300-500만원,인천,자가운전,사회초년생,2,N,자녀상해,재산보장,노후연금|자동차배상|입원비
C00460,38,여성,전문직,편부모가정,300-500만원,서울 강남,자가운전,자영업중장년,1,N,사망보장,치과,뇌혈관|자차손해|어린이성장|암진단
C00461,33,여성,의료진,맞벌이자녀2,500-800만원,제주,자가운전,맞벌이자녀가구,2,N,어린이성장,재산보장,심혈관|입원비
C00462,39,남성,전문직,1인가구,800-1200만원,광주,자가운전,안정형시니어,0,Y,노후연금,자동차배상,자동차배상|재산보장|사망보장|심혈관
C00463,37,남성,주부,맞벌이자녀2,300-500만원,제주,자가운전,사회초년생,2,N,치과,암진단,재산보장|사망보장
C00464,33,남성,주부,맞벌이자녀1,300만원 이하,울산,자가운전,안정형시니어,1,Y,자동차배상,노후연금,해외여행|뇌혈관|어린이성장|심혈관
C00465,69,남성,의료진,맞벌이자녀2,1200만원 이상,대구,자가운전,사회초년생,2,N,사망보장,뇌혈관,입원비|치과
C00466,69,여성,전문직,맞벌이자녀1,300만원 이하,대구,자가운전,맞벌이자녀가구,1,N,수술비,자동차배상,자동차배상|뇌혈관
C00467,36,여성,공무원,3세대가구,1200만원 이상,인천,자가운전,사회초년생,3,N,자차손해,수술비,사망보장|어린이성장|자차손해|노후연금
C00468,65,남성,주부,외벌이자녀2,500-800만원,대전,비운전,사회초년생,2,Y,사망보장,재산보장,해외여행|심혈관
C00469,45,남성,은퇴자,외벌이자녀2,1200만원 이상,제주,비운전,사회초년생,2,Y,수술비,재산보장,수술비|암진단|재산보장
C00470,69,여성,프리랜서,3세대가구,500-800만원,인천,자가운전,맞벌이자녀가구,3,Y,자차손해,암진단,노후연금|뇌혈관
C00471,40,남성,생산직,3세대가구,300만원 이하,경기 북부,자가운전,맞벌이자녀가구,2,Y,재산보장,수술비,해외여행|치과|자동차배상|자차손해
C00472,37,남성,프리랜서,3세대가구,300-500만원,광주,자가운전,안정형시니어,3,N,뇌혈관,자차손해,심혈관|암진단|입원비
C00473,47,남성,은퇴자,맞벌이자녀2,300만원 이하,강원,자가운전,자영업중장년,2,N,암진단,사망보장,자동차배상|해외여행
C00474,48,남성,사무직,외벌이자녀2,1200만원 이상,부산,자가운전,골드에이지,2,Y,수술비,노후연금,자동차배상|재산보장|입원비
C00475,38,여성,IT개발자,맞벌이자녀1,800-1200만원,강원,자가운전,맞벌이자녀가구,1,N,재산보장,입원비,수술비|자녀상해|치과
C00476,59,남성,공무원,맞벌이자녀2,800-1200만원,제주,자가운전,1인가구청년,2,Y,사망보장,자녀상해,자차손해|자동차배상|사망보장|자녀상해
C00477,73,남성,자영업,1인가구,1200만원 이상,울산,자가운전,맞벌이자녀가구,0,Y,치과,입원비,자차손해|어린이성장|수술비
C00478,35,여성,은퇴자,3세대가구,1200만원 이상,울산,비운전,안정형시니어,1,Y,노후연금,재산보장,심혈관|재산보장|수술비
C00479,59,남성,은퇴자,외벌이자녀2,300-500만원,대구,자가운전,골드에이지,2,N,노후연금,어린이성장,자동차배상|자차손해|재산보장|심혈관
C00480,46,남성,생산직,3세대가구,1200만원 이상,경기 북부,자가운전,사회초년생,3,N,자동차배상,입원비,암진단|심혈관|어린이성장
C00481,49,남성,IT개발자,1인가구,300-500만원,경기 남부,자가운전,1인가구청년,0,Y,자차손해,치과,해외여행|자차손해
C00482,24,남성,교사,편부모가정,1200만원 이상,인천,비운전,골드에이지,2,Y,입원비,어린이성장,재산보장|자차손해
C00483,47,여성,학생,신혼부부,300-500만원,인천,자가운전,골드에이지,0,Y,해외여행,심혈관,치과|사망보장
C00484,41,남성,자영업,편부모가정,500-800만원,서울 강북,비운전,1인가구청년,2,Y,자동차배상,어린이성장,입원비|수술비|심혈관|재산보장
C00485,25,남성,IT개발자,맞벌이자녀1,300-500만원,서울 강남,비운전,1인가구청년,1,Y,수술비,암진단,자차손해|노후연금|재산보장|암진단
C00486,73,남성,의료진,신혼부부,300-500만원,서울 강남,자가운전,사회초년생,0,N,자동차배상,해외여행,수술비|치과|암진단|심혈관
C00487,60,여성,IT개발자,3세대가구,1200만원 이상,제주,자가운전,사회초년생,2,N,해외여행,사망보장,자동차배상|자녀상해|뇌혈관|해외여행
C00488,63,남성,생산직,맞벌이자녀1,1200만원 이상,부산,자가운전,사회초년생,1,Y,어린이성장,치과,자동차배상|뇌혈관|어린이성장
C00489,46,남성,전문직,3세대가구,800-1200만원,대전,자가운전,골드에이지,1,Y,치과,입원비,뇌혈관|자녀상해|입원비
C00490,44,남성,전문직,신혼부부,300-500만원,서울 강남,자가운전,골드에이지,0,Y,뇌혈관,어린이성장,재산보장|해외여행
C00491,33,남성,사무직,1인가구,1200만원 이상,서울 강남,비운전,맞벌이자녀가구,0,N,입원비,재산보장,노후연금|뇌혈관|사망보장
C00492,72,여성,IT개발자,1인가구,1200만원 이상,대구,자가운전,맞벌이자녀가구,0,N,입원비,수술비,재산보장|뇌혈관|노후연금|심혈관
C00493,46,남성,사무직,편부모가정,300만원 이하,대구,자가운전,자영업중장년,1,N,해외여행,심혈관,자차손해|노후연금
C00494,34,남성,의료진,3세대가구,300-500만원,서울 강북,자가운전,골드에이지,1,N,재산보장,어린이성장,자차손해|자동차배상
C00495,64,남성,학생,외벌이자녀2,500-800만원,인천,비운전,사회초년생,2,Y,입원비,심혈관,노후연금|치과|해외여행|자동차배상
C00496,65,남성,공무원,신혼부부,300만원 이하,울산,자가운전,골드에이지,0,N,입원비,심혈관,치과|해외여행
C00497,48,여성,의료진,맞벌이자녀2,300만원 이하,경기 남부,비운전,자영업중장년,2,Y,암진단,심혈관,재산보장|해외여행|사망보장
C00498,35,남성,주부,외벌이자녀2,300-500만원,광주,비운전,사회초년생,2,N,자녀상해,노후연금,암진단|자동차배상|어린이성장
C00499,68,여성,교사,외벌이자녀2,300-500만원,서울 강남,자가운전,맞벌이자녀가구,2,N,치과,암진단,사망보장|어린이성장
C00500,60,여성,의료진,맞벌이자녀1,300만원 이하,제주,비운전,1인가구청년,1,N,재산보장,암진단,해외여행|자차손해|자녀상해
C00501,27,남성,프리랜서,맞벌이자녀1,300만원 이하,제주,자가운전,안정형시니어,1,N,입원비,뇌혈관,재산보장|자동차배상|암진단
C00502,63,여성,은퇴자,맞벌이자녀1,300만원 이하,울산,자가운전,1인가구청년,1,Y,자동차배상,심혈관,자녀상해|심혈관
C00503,51,남성,교사,신혼부부,300만원 이하,서울 강북,자가운전,1인가구청년,0,Y,암진단,치과,어린이성장|입원비
C00504,40,여성,IT개발자,3세대가구,500-800만원,울산,자가운전,골드에이지,3,Y,자녀상해,수술비,자동차배상|노후연금|뇌혈관
C00505,59,남성,주부,신혼부부,300-500만원,강원,자가운전,자영업중장년,0,Y,치과,입원비,자녀상해|해외여행|뇌혈관|자동차배상
C00506,38,여성,생산직,맞벌이자녀2,800-1200만원,강원,자가운전,안정형시니어,2,N,치과,사망보장,자녀상해|입원비
C00507,53,여성,의료진,맞벌이자녀1,800-1200만원,인천,자가운전,골드에이지,1,Y,재산보장,심혈관,사망보장|노후연금|자차손해
C00508,51,남성,은퇴자,1인가구,500-800만원,인천,자가운전,골드에이지,0,Y,입원비,자녀상해,심혈관|암진단|뇌혈관|노후연금
C00509,69,남성,전문직,3세대가구,1200만원 이상,제주,자가운전,자영업중장년,3,N,재산보장,자동차배상,자동차배상|해외여행
C00510,23,여성,프리랜서,1인가구,1200만원 이상,서울 강남,자가운전,안정형시니어,0,Y,어린이성장,심혈관,자동차배상|입원비|노후연금
C00511,36,여성,은퇴자,맞벌이자녀1,800-1200만원,울산,자가운전,맞벌이자녀가구,1,Y,자동차배상,치과,자녀상해|노후연금|재산보장|입원비
C00512,51,남성,프리랜서,1인가구,1200만원 이상,대구,자가운전,사회초년생,0,Y,자동차배상,사망보장,자동차배상|치과
C00513,42,여성,자영업,맞벌이자녀2,500-800만원,대구,비운전,안정형시니어,2,N,해외여행,암진단,입원비|치과|해외여행|사망보장
C00514,70,여성,교사,외벌이자녀2,1200만원 이상,광주,자가운전,사회초년생,2,Y,암진단,자차손해,입원비|자녀상해|뇌혈관|재산보장
C00515,22,여성,생산직,편부모가정,800-1200만원,강원,비운전,자영업중장년,1,Y,암진단,해외여행,자차손해|자동차배상|노후연금
C00516,49,여성,의료진,신혼부부,800-1200만원,서울 강남,비운전,골드에이지,0,N,치과,사망보장,심혈관|노후연금
C00517,55,남성,IT개발자,3세대가구,300-500만원,서울 강북,자가운전,1인가구청년,3,N,해외여행,치과,재산보장|입원비|뇌혈관|수술비
C00518,36,남성,IT개발자,1인가구,500-800만원,강원,비운전,골드에이지,0,Y,암진단,자차손해,암진단|노후연금|해외여행
C00519,41,남성,은퇴자,신혼부부,1200만원 이상,부산,자가운전,안정형시니어,0,Y,자녀상해,해외여행,자동차배상|뇌혈관
C00520,62,여성,주부,편부모가정,500-800만원,울산,비운전,자영업중장년,1,Y,입원비,암진단,자녀상해|사망보장
C00521,46,여성,의료진,1인가구,300만원 이하,울산,자가운전,사회초년생,0,Y,입원비,사망보장,치과|뇌혈관|자차손해
C00522,52,여성,공무원,신혼부부,800-1200만원,인천,비운전,골드에이지,0,N,자녀상해,해외여행,재산보장|자녀상해
C00523,24,여성,프리랜서,1인가구,1200만원 이상,서울 강북,비운전,자영업중장년,0,Y,수술비,자녀상해,자차손해|암진단
C00524,57,여성,전문직,편부모가정,300-500만원,서울 강북,자가운전,자영업중장년,1,Y,자녀상해,재산보장,어린이성장|자동차배상|자녀상해
C00525,69,남성,IT개발자,편부모가정,300만원 이하,광주,자가운전,사회초년생,1,N,어린이성장,노후연금,심혈관|수술비|해외여행
C00526,27,남성,교사,신혼부부,800-1200만원,대전,자가운전,사회초년생,0,Y,뇌혈관,재산보장,입원비|해외여행
C00527,41,남성,공무원,외벌이자녀2,300-500만원,강원,자가운전,맞벌이자녀가구,2,Y,해외여행,노후연금,노후연금|암진단|뇌혈관|수술비
C00528,50,남성,사무직,외벌이자녀2,300-500만원,광주,비운전,골드에이지,2,N,입원비,자차손해,수술비|사망보장|자동차배상
C00529,68,남성,사무직,편부모가정,1200만원 이상,인천,비운전,사회초년생,1,N,자녀상해,어린이성장,뇌혈관|자동차배상|해외여행|노후연금
C00530,39,여성,생산직,신혼부부,1200만원 이상,대전,자가운전,맞벌이자녀가구,0,Y,해외여행,심혈관,뇌혈관|자녀상해|노후연금
