customer_id,product_id,units,avg_cost_nav,opened_date,auto_invest_flag
C00270,INV-변액-0013,676,846.22,2025-01-02,Y
C00270,INV-펀드-0040,916,1142.8,2024-06-05,Y
C00271,INV-변액-0084,1583,1113.68,2023-01-04,N
C00274,INV-연금-0053,2607,1176.69,2023-09-21,Y
C00274,INV-ET-0093,1270,1371.71,2025-01-08,Y
C00274,INV-연금-0094,1339,1313.9,2023-07-12,N
C00274,INV-변액-0088,2599,1131.66,2023-08-20,N
C00279,INV-펀드-0039,1438,1325.5,2024-03-04,N
C00279,INV-펀드-0012,1696,1122.13,2024-07-03,N
C00279,INV-변액-0070,1860,1036.11,2024-09-28,Y
C00280,INV-연금-0077,802,1136.14,2023-10-07,Y
C00281,INV-ET-0022,2360,905.16,2024-07-03,N
C00281,INV-변액-0080,2784,1415.16,2023-04-12,N
C00282,INV-ET-0018,1799,1088.82,2024-02-24,Y
C00282,INV-ET-0076,2529,1105.54,2024-05-02,N
C00282,INV-펀드-0035,2787,1122.82,2025-04-26,N
C00282,INV-변액-0096,2905,1147.75,2024-01-18,Y
C00282,INV-변액-0013,2439,902.09,2024-01-20,Y
C00283,INV-ET-0079,1242,1214.79,2024-03-09,N
C00283,INV-연금-0016,609,1235.85,2025-04-12,Y
C00283,INV-ET-0086,1863,982.74,2024-12-11,N
C00283,INV-연금-0009,1636,1113.64,2023-11-27,Y
C00283,INV-연금-0021,2570,1226.86,2023-05-07,Y
C00284,INV-ET-0005,1367,1571.82,2023-07-26,Y
C00287,INV-펀드-0057,2671,1031.54,2024-01-08,N
C00287,INV-연금-0019,2471,1472.84,2025-03-29,Y
C00287,INV-펀드-0026,527,1257.87,2023-08-29,Y
C00287,INV-변액-0027,2911,926.55,2023-10-20,Y
C00289,INV-펀드-0020,428,1358.17,2024-01-24,N
C00289,INV-변액-0049,242,1075.76,2023-04-28,N
C00289,INV-연금-0050,1932,1213.45,2024-07-12,Y
C00289,INV-연금-0060,2766,1260.19,2025-02-02,Y
C00291,INV-펀드-0044,990,1177.64,2024-03-15,N
C00291,INV-연금-0021,2189,1187.72,2023-05-14,N
C00291,INV-펀드-0098,543,1299.79,2024-06-04,N
C00292,INV-연금-0019,2057,1404.58,2023-04-27,N
C00292,INV-ET-0003,1036,1172.78,2023-10-01,Y
C00292,INV-ET-0092,2970,1589.01,2025-05-21,Y
C00293,INV-연금-0095,2080,1397.43,2024-10-01,N
C00293,INV-ET-0042,1885,1213.54,2025-02-19,N
C00293,INV-연금-0089,1693,1019.54,2024-06-20,N
C00293,INV-연금-0094,910,1181.97,2025-06-06,N
C00293,INV-ET-0091,1306,1039.45,2025-04-08,N
C00297,INV-펀드-0012,2702,1084.0,2024-10-12,N
C00297,INV-연금-0032,1575,1071.59,2023-06-12,Y
C00297,INV-변액-0037,1008,898.94,2023-09-03,N
C00297,INV-연금-0059,1547,974.45,2024-04-13,N
C00299,INV-변액-0013,910,995.5,2025-04-03,N
C00299,INV-ET-0042,1964,1332.43,2023-11-04,Y
C00299,INV-펀드-0072,2582,995.33,2024-02-14,Y
C00299,INV-ET-0031,1538,1289.45,2025-02-11,N
C00299,INV-펀드-0002,1889,1049.63,2024-06-13,Y
C00304,INV-ET-0018,1766,1131.85,2023-10-04,N
C00304,INV-펀드-0057,726,1006.43,2024-02-04,N
C00304,INV-변액-0070,688,1109.2,2025-03-20,Y
C00304,INV-펀드-0072,54,969.1,2024-02-29,N
C00304,INV-펀드-0044,1536,1249.31,2023-11-17,N
C00305,INV-연금-0095,1617,1207.58,2025-02-12,Y
C00306,INV-연금-0053,1611,1402.36,2023-10-04,N
C00306,INV-펀드-0047,270,1450.07,2024-11-27,N
C00308,INV-연금-0004,1207,891.21,2023-03-18,Y
C00308,INV-변액-0038,459,1182.46,2023-09-30,N
C00308,INV-변액-0070,2275,1004.67,2024-04-04,N
C00308,INV-ET-0093,463,1322.49,2024-11-02,Y
C00308,INV-ET-0087,1809,1484.97,2023-01-28,N
C00312,INV-연금-0032,1044,1131.39,2023-07-05,Y
C00312,INV-ET-0051,2059,1520.87,2023-03-04,N
C00312,INV-펀드-0044,2274,1341.82,2024-12-10,Y
C00312,INV-연금-0077,1590,1223.53,2023-11-20,N
C00313,INV-연금-0097,1724,1436.36,2023-10-09,N
C00313,INV-펀드-0026,2810,1242.42,2025-04-22,N
C00313,INV-ET-0087,387,1415.38,2024-02-17,Y
C00313,INV-ET-0065,751,1472.55,2023-04-22,Y
C00313,INV-연금-0028,803,1096.43,2023-11-05,N
C00314,INV-ET-0093,2740,1386.9,2024-04-04,N
C00314,INV-펀드-0039,2063,1296.31,2023-04-04,N
C00314,INV-ET-0030,2245,1199.82,2025-06-06,Y
C00316,INV-ET-0042,1468,1114.84,2024-09-04,N
C00316,INV-ET-0076,1941,1169.6,2024-02-25,Y
C00316,INV-연금-0078,1349,1569.54,2023-03-13,N
C00317,INV-ET-0065,1922,1244.21,2025-03-02,Y
C00317,INV-연금-0006,1334,1246.41,2025-01-21,Y
C00321,INV-ET-0071,1977,1205.82,2024-01-31,N
C00322,INV-변액-0096,207,1377.69,2025-06-02,N
C00322,INV-ET-0051,208,1450.41,2023-09-26,N
C00322,INV-연금-0055,1635,897.18,2024-08-30,Y
C00322,INV-연금-0032,2786,970.22,2024-06-29,N
C00322,INV-연금-0019,403,1346.33,2023-06-18,N
C00323,INV-연금-0016,1985,1228.17,2025-04-25,N
C00326,INV-펀드-0067,1221,1344.76,2024-12-26,N
C00327,INV-펀드-0074,2154,1125.74,2023-08-15,N
C00327,INV-연금-0059,672,1049.13,2023-11-11,N
C00327,INV-연금-0068,347,1330.91,2023-04-16,N
C00327,INV-변액-0084,2326,1124.4,2023-09-16,N
C00329,INV-펀드-0024,2496,1183.31,2023-03-30,N
C00329,INV-연금-0050,1687,1120.8,2025-04-25,N
C00329,INV-연금-0048,2877,1047.9,2025-03-21,Y
C00330,INV-ET-0090,2202,1118.31,2024-06-17,N
C00330,INV-펀드-0061,2538,943.26,2023-01-03,N
C00330,INV-펀드-0058,2341,1203.66,2023-04-15,Y
C00331,INV-펀드-0062,1718,1486.99,2023-03-06,N
C00332,INV-변액-0027,103,1049.36,2023-12-12,N
C00332,INV-펀드-0054,1423,1126.95,2024-12-28,N
C00332,INV-펀드-0062,840,1351.16,2024-07-07,Y
C00332,INV-펀드-0074,1486,1119.52,2023-04-07,Y
C00333,INV-ET-0087,2506,1554.13,2024-06-05,Y
C00333,INV-변액-0015,2891,1276.08,2024-08-20,N
C00333,INV-연금-0048,2713,992.55,2024-12-11,N
C00334,INV-연금-0078,187,1350.1,2024-10-18,N
C00334,INV-ET-0051,2529,1432.26,2023-07-03,Y
C00335,INV-변액-0069,2377,1289.74,2024-06-06,N
C00335,INV-연금-0006,550,1148.16,2023-03-26,Y
C00335,INV-변액-0080,2505,1264.64,2024-01-08,Y
C00336,INV-펀드-0039,602,1259.0,2023-12-05,N
C00336,INV-변액-0084,1400,1123.99,2023-03-14,N
C00336,INV-변액-0017,720,1291.41,2025-01-15,N
C00338,INV-ET-0079,1921,1174.62,2025-04-20,N
C00339,INV-ET-0031,2092,1317.0,2023-10-28,N
C00339,INV-ET-0003,1896,1057.91,2024-11-06,Y
C00340,INV-변액-0069,131,1349.62,2024-03-19,N
C00340,INV-ET-0092,1394,1363.81,2023-07-10,N
C00340,INV-ET-0099,1544,1110.91,2024-11-22,N
C00340,INV-ET-0064,2307,1407.61,2024-01-04,N
C00340,INV-연금-0032,1716,1094.93,2024-08-27,N
C00341,INV-ET-0071,1354,1107.16,2023-08-18,N
C00343,INV-변액-0017,2477,1261.92,2025-06-18,N
C00343,INV-ET-0093,2116,1538.61,2024-08-18,Y
C00343,INV-ET-0079,2789,1143.27,2023-05-14,N
C00343,INV-ET-0087,2967,1499.98,2023-11-27,N
C00343,INV-연금-0014,1382,1369.0,2024-04-06,N
C00344,INV-펀드-0063,1460,1298.13,2023-04-07,N
C00344,INV-펀드-0011,2983,1093.63,2023-08-23,N
C00344,INV-ET-0031,223,1554.97,2024-07-29,Y
C00344,INV-변액-0070,807,1089.58,2024-01-18,N
C00347,INV-변액-0007,208,847.99,2024-01-25,N
C00347,INV-연금-0032,935,989.7,2025-03-16,N
C00347,INV-펀드-0057,2467,921.28,2023-07-04,N
C00347,INV-변액-0084,296,1058.84,2023-10-20,Y
C00348,INV-ET-0005,1442,1534.51,2025-02-17,N
C00348,INV-펀드-0011,1036,1147.41,2024-05-20,N
C00348,INV-펀드-0002,322,1136.16,2025-03-16,N
C00348,INV-연금-0060,1585,1406.13,2023-07-02,Y
C00348,INV-ET-0093,1110,1544.41,2024-12-09,Y
C00353,INV-펀드-0054,2096,1049.52,2024-10-30,N
C00353,INV-변액-0027,1848,968.13,2024-05-29,N
C00354,INV-변액-0070,1751,1177.55,2024-06-25,Y
C00356,INV-펀드-0067,325,1244.24,2024-02-22,Y
C00356,INV-펀드-0056,1107,1175.23,2024-12-31,Y
C00356,INV-펀드-0058,2652,1192.55,2024-03-18,Y
C00356,INV-펀드-0002,1689,1024.98,2023-04-19,N
C00356,INV-펀드-0035,1159,1256.8,2024-11-24,Y
C00360,INV-연금-0006,2981,1287.17,2023-04-12,Y
C00360,INV-ET-0022,1579,875.31,2024-12-09,Y
C00360,INV-변액-0080,1588,1292.47,2025-02-22,N
C00361,INV-ET-0065,1142,1387.0,2023-02-27,N
C00363,INV-ET-0033,1014,911.7,2024-06-21,Y
C00363,INV-연금-0050,1390,1312.7,2023-05-02,Y
C00363,INV-ET-0099,1142,1158.48,2024-02-15,Y
C00363,INV-연금-0001,69,1306.45,2023-02-10,N
C00365,INV-변액-0029,1421,1151.78,2025-01-09,Y
C00366,INV-변액-0070,508,1064.63,2025-04-08,N
C00367,INV-변액-0069,2711,1413.38,2024-04-08,Y
C00367,INV-펀드-0063,1974,1459.18,2023-12-25,Y
C00367,INV-펀드-0039,2701,1197.7,2024-07-10,Y
C00367,INV-변액-0038,2864,1236.37,2024-10-25,N
C00367,INV-연금-0050,2104,1270.34,2023-12-26,N
C00369,INV-펀드-0082,2666,1476.47,2024-04-03,Y
C00369,INV-변액-0070,75,1108.8,2024-01-31,Y
C00369,INV-변액-0010,918,1473.02,2023-09-02,N
C00376,INV-펀드-0074,1632,1152.62,2024-08-01,Y
C00377,INV-연금-0068,2143,1356.65,2023-08-30,N
C00377,INV-펀드-0061,1918,1066.4,2023-07-23,N
C00377,INV-연금-0050,1660,1182.65,2023-06-05,N
C00377,INV-연금-0078,937,1426.16,2025-01-06,Y
C00381,INV-연금-0009,1261,1003.92,2023-03-21,Y
C00381,INV-펀드-0081,756,1122.63,2024-09-14,N
C00383,INV-ET-0064,2204,1280.02,2024-01-04,N
C00383,INV-변액-0007,927,894.76,2023-02-08,Y
C00383,INV-연금-0097,2449,1483.78,2023-08-13,N
C00383,INV-펀드-0046,2062,1073.9,2024-01-19,Y
C00384,INV-펀드-0011,2350,1127.48,2024-02-11,N
C00384,INV-펀드-0020,2204,1280.05,2024-11-17,N
C00384,INV-연금-0097,2730,1296.59,2023-08-01,Y
C00384,INV-연금-0095,1101,1188.82,2024-02-18,N
C00385,INV-변액-0096,2874,1291.78,2023-02-02,Y
C00385,INV-변액-0049,1850,1010.68,2024-08-14,Y
C00385,INV-ET-0064,2028,1401.37,2025-04-12,N
C00386,INV-연금-0077,411,1171.32,2025-03-09,Y
C00386,INV-펀드-0062,367,1353.92,2023-02-22,Y
C00386,INV-ET-0087,2365,1448.91,2023-10-03,N
C00386,INV-ET-0076,1577,1235.68,2024-08-26,Y
C00386,INV-펀드-0035,874,1275.41,2024-03-23,N
C00387,INV-펀드-0098,2983,1410.64,2024-11-24,Y
C00387,INV-펀드-0056,1357,1055.0,2023-05-12,N
C00387,INV-변액-0010,845,1321.35,2025-01-14,N
C00387,INV-ET-0092,1267,1567.17,2023-09-12,N
C00388,INV-변액-0013,2167,918.08,2023-12-24,N
C00388,INV-연금-0036,2442,856.07,2024-05-09,Y
C00388,INV-펀드-0098,207,1285.32,2023-06-28,Y
C00388,INV-펀드-0056,990,1207.2,2023-09-22,N
C00389,INV-ET-0051,496,1472.35,2025-05-07,Y
C00389,INV-연금-0001,431,1180.08,2024-07-10,N
C00389,INV-ET-0042,650,1327.58,2024-02-19,Y
C00389,INV-펀드-0056,508,1173.68,2024-10-26,Y
C00392,INV-연금-0028,1983,1100.52,2024-08-30,N
C00392,INV-ET-0093,2048,1450.46,2024-07-31,N
C00392,INV-ET-0025,2537,1450.23,2023-06-30,N
C00392,INV-ET-0079,2736,1127.01,2023-01-10,N
C00395,INV-연금-0021,2717,1134.86,2023-09-10,N
C00395,INV-연금-0004,588,982.26,2025-01-21,N
C00395,INV-펀드-0063,60,1283.7,2024-01-16,N
C00395,INV-연금-0097,1556,1416.49,2025-05-20,Y
C00396,INV-펀드-0062,417,1476.52,2024-04-13,N
C00396,INV-변액-0037,2547,909.62,2025-01-25,N
C00396,INV-펀드-0083,2613,1317.91,2025-03-26,N
C00396,INV-펀드-0035,2901,1179.98,2024-09-03,Y
C00398,INV-펀드-0039,1723,1197.46,2023-08-12,N
C00398,INV-ET-0092,1181,1507.23,2023-03-14,Y
C00398,INV-ET-0086,223,1002.6,2023-03-17,N
C00398,INV-연금-0006,1594,1283.77,2025-06-11,Y
C00399,INV-ET-0079,1459,1269.81,2023-09-09,N
C00400,INV-변액-0070,594,1001.48,2024-12-09,N
C00400,INV-펀드-0083,940,1210.16,2025-03-11,N
C00400,INV-ET-0093,900,1391.0,2025-02-20,N
C00401,INV-펀드-0067,1691,1467.53,2025-02-13,Y
C00401,INV-변액-0007,2008,893.78,2023-03-11,N
C00401,INV-변액-0029,2880,1141.9,2023-09-13,Y
C00401,INV-ET-0003,1494,1024.4,2023-04-19,N
C00402,INV-연금-0001,1856,1274.98,2024-06-24,Y
C00402,INV-ET-0031,2617,1388.82,2023-12-24,N
C00402,INV-연금-0009,202,914.73,2024-03-20,Y
C00402,INV-ET-0003,903,1188.87,2024-07-08,N
C00405,INV-ET-0065,2343,1298.24,2025-03-30,Y
C00405,INV-펀드-0034,2843,1065.59,2025-05-23,Y
C00405,INV-펀드-0062,509,1443.87,2024-04-28,Y
C00405,INV-펀드-0063,1551,1354.95,2023-04-10,N
C00407,INV-연금-0009,2450,1029.98,2024-11-23,Y
C00407,INV-ET-0086,2947,1063.32,2025-05-14,N
C00407,INV-연금-0060,656,1297.12,2024-07-24,Y
C00412,INV-변액-0069,2008,1411.7,2023-06-27,N
C00413,INV-연금-0097,2421,1377.01,2023-09-28,Y
C00415,INV-연금-0060,2091,1406.75,2025-04-06,Y
C00415,INV-변액-0038,1242,1166.7,2024-05-26,N
C00415,INV-펀드-0083,648,1159.88,2023-07-29,N
C00415,INV-펀드-0063,1914,1320.18,2024-12-14,N
C00415,INV-펀드-0062,1805,1282.48,2024-08-20,Y
C00416,INV-연금-0095,54,1325.51,2024-04-14,N
C00416,INV-펀드-0058,1745,1225.53,2024-06-10,N
C00419,INV-펀드-0098,1089,1445.42,2024-05-24,Y
C00420,INV-연금-0077,2657,1136.17,2023-02-08,N
C00420,INV-ET-0025,2242,1427.33,2024-01-02,Y
C00423,INV-펀드-0081,468,1162.3,2023-09-16,N
C00423,INV-ET-0087,879,1381.4,2024-09-06,Y
C00423,INV-연금-0028,486,1116.98,2023-04-07,N
C00423,INV-연금-0077,2784,1123.81,2023-11-16,N
C00423,INV-ET-0076,1607,1140.81,2024-05-18,Y
C00424,INV-연금-0077,2287,1145.96,2025-01-22,Y
C00424,INV-펀드-0056,1008,1225.68,2024-04-07,N
C00424,INV-펀드-0062,525,1343.44,2023-12-28,Y
C00424,INV-변액-0029,162,1107.31,2025-05-13,N
C00426,INV-ET-0025,2488,1283.25,2023-07-31,N
C00426,INV-펀드-0011,2772,1177.39,2024-08-01,N
C00427,INV-펀드-0034,1267,1087.27,2025-05-10,N
C00427,INV-ET-0075,59,1245.66,2024-10-06,N
C00427,INV-펀드-0052,2474,1105.48,2024-06-28,Y
C00427,INV-ET-0071,1831,1272.42,2023-08-21,Y
C00427,INV-ET-0025,714,1445.14,2023-11-14,Y
C00428,INV-펀드-0074,2117,993.38,2025-01-28,N
C00428,INV-연금-0053,73,1399.58,2024-08-11,N
C00428,INV-연금-0095,486,1401.74,2023-10-26,Y
C00428,INV-ET-0030,1941,1304.4,2024-07-10,Y
C00429,INV-ET-0064,2730,1319.94,2024-10-07,N
C00429,INV-변액-0017,183,1314.5,2023-10-15,N
C00429,INV-펀드-0082,1878,1361.83,2024-02-23,Y
C00433,INV-변액-0080,1715,1354.93,2023-08-06,N
C00433,INV-펀드-0061,2582,1018.81,2023-08-07,N
C00433,INV-펀드-0039,1803,1266.24,2025-04-01,Y
C00433,INV-연금-0066,2262,1207.08,2023-12-29,Y
C00433,INV-ET-0031,1579,1300.99,2024-03-01,Y
C00434,INV-펀드-0063,738,1353.06,2024-11-23,Y
C00434,INV-ET-0086,340,1054.76,2025-06-06,Y
C00435,INV-변액-0029,719,1140.94,2024-04-07,N
C00435,INV-연금-0078,2112,1549.12,2024-09-08,N
C00435,INV-펀드-0035,2440,1232.22,2024-10-08,N
C00436,INV-펀드-0034,2109,1144.12,2024-09-30,Y
C00436,INV-변액-0017,685,1231.88,2023-07-21,N
C00436,INV-변액-0010,1380,1322.14,2023-08-30,N
C00436,INV-ET-0022,680,886.54,2024-03-21,N
C00436,INV-펀드-0058,2610,1238.89,2023-01-27,N
C00437,INV-연금-0050,1005,1277.67,2023-01-17,N
C00437,INV-ET-0042,2257,1244.92,2024-07-09,N
C00440,INV-변액-0088,2178,1134.39,2024-12-05,Y
C00440,INV-연금-0089,2880,1132.71,2023-01-11,N
C00440,INV-변액-0080,2364,1420.0,2024-12-16,Y
C00440,INV-연금-0036,193,1037.25,2023-05-24,Y
C00440,INV-펀드-0072,120,1006.65,2025-01-31,Y
C00441,INV-ET-0075,1422,1301.9,2023-01-20,Y
C00441,INV-ET-0042,295,1165.31,2024-08-03,N
C00441,INV-변액-0013,2862,992.19,2024-05-19,Y
C00444,INV-ET-0018,1917,1038.15,2024-10-27,N
C00446,INV-ET-0018,370,1127.78,2025-02-25,N
C00446,INV-연금-0077,1629,1118.77,2024-01-07,Y
C00446,INV-연금-0048,1440,1057.13,2023-12-15,Y
C00446,INV-변액-0096,2437,1218.18,2023-06-06,Y
C00446,INV-연금-0021,2480,1087.03,2025-04-02,N
C00447,INV-변액-0013,1280,945.47,2023-02-17,N
C00447,INV-펀드-0002,354,1063.51,2023-09-27,Y
C00447,INV-변액-0010,2994,1371.36,2025-01-09,Y
C00447,INV-ET-0030,1837,1354.94,2024-07-25,N
C00447,INV-연금-0050,243,1119.09,2024-10-07,N
C00448,INV-변액-0015,2399,1199.45,2025-05-20,Y
C00449,INV-연금-0016,653,1338.65,2024-04-15,N
C00449,INV-펀드-0083,1406,1392.74,2025-01-17,Y
C00451,INV-ET-0099,1751,1148.74,2023-09-01,N
C00451,INV-변액-0015,2028,1199.14,2023-06-15,N
C00451,INV-펀드-0062,2872,1317.99,2023-08-23,Y
C00451,INV-연금-0089,2348,1087.29,2025-05-28,N
C00453,INV-변액-0084,739,1095.22,2025-03-09,N
C00453,INV-변액-0037,1286,1077.64,2025-02-21,N
C00455,INV-펀드-0056,539,1111.13,2023-05-18,N
C00455,INV-ET-0079,2655,1247.14,2023-12-28,N
C00455,INV-ET-0076,1050,1112.37,2025-01-01,Y
C00455,INV-펀드-0046,1069,1123.5,2024-05-05,N
C00455,INV-펀드-0098,1335,1269.92,2024-05-08,N
C00456,INV-변액-0015,879,1318.65,2024-03-04,N
C00456,INV-변액-0088,2143,1175.43,2025-02-10,N
C00456,INV-ET-0042,1026,1249.47,2025-04-22,N
C00456,INV-변액-0069,1642,1421.29,2025-01-29,N
C00456,INV-연금-0066,166,1321.56,2023-01-06,N
C00458,INV-ET-0087,2945,1544.72,2024-10-13,Y
C00458,INV-ET-0031,1082,1321.06,2023-12-24,N
C00458,INV-변액-0080,2922,1494.15,2023-07-11,N
C00459,INV-펀드-0074,359,1174.73,2024-03-12,N
C00459,INV-변액-0029,1942,1045.15,2023-09-06,N
C00459,INV-변액-0013,1286,989.42,2023-08-06,N
C00459,INV-펀드-0081,874,1137.75,2023-12-17,N
C00460,INV-변액-0010,2486,1332.42,2023-08-29,Y
C00461,INV-펀드-0046,1746,1191.74,2024-03-15,N
C00461,INV-연금-0060,989,1255.05,2023-11-23,Y
C00461,INV-연금-0066,526,1219.46,2024-07-13,N
C00462,INV-변액-0007,2376,900.44,2023-02-24,N
C00462,INV-펀드-0026,410,1339.54,2024-02-14,N
C00462,INV-연금-0021,2567,1084.35,2025-04-10,N
C00464,INV-변액-0096,248,1289.33,2025-03-12,N
C00464,INV-ET-0018,521,1123.98,2024-06-11,N
C00464,INV-ET-0051,878,1631.01,2023-07-02,N
C00464,INV-연금-0001,1555,1274.61,2024-07-21,N
C00464,INV-ET-0008,801,1176.92,2023-10-16,N
C00466,INV-변액-0049,1393,1005.41,2024-12-02,N
C00466,INV-펀드-0039,1047,1166.43,2023-05-06,N
C00466,INV-변액-0027,309,1037.29,2024-05-17,N
C00466,INV-연금-0078,1466,1321.39,2025-03-10,N
C00466,INV-변액-0096,909,1145.81,2025-05-21,N
C00467,INV-연금-0014,1351,1418.19,2023-02-06,Y
C00467,INV-ET-0025,1988,1347.31,2023-08-17,Y
C00467,INV-연금-0053,2857,1231.0,2023-12-18,N
C00467,INV-펀드-0044,1480,1339.6,2024-07-28,N
C00468,INV-변액-0070,2364,1092.35,2023-10-28,Y
C00468,INV-연금-0014,1921,1242.98,2025-01-16,N
C00469,INV-ET-0005,599,1550.11,2023-04-20,N
C00469,INV-연금-0048,2941,1100.27,2025-04-25,N
C00469,INV-연금-0041,1790,1285.15,2024-04-14,N
C00469,INV-펀드-0040,2123,1180.08,2023-12-06,N
C00469,INV-연금-0094,2583,1281.72,2023-09-12,N
C00470,INV-ET-0022,810,907.4,2024-06-01,N
C00470,INV-펀드-0044,538,1280.83,2024-04-10,Y
C00471,INV-변액-0027,1209,1009.0,2023-09-25,N
C00471,INV-펀드-0011,1601,1118.42,2024-11-11,Y
C00476,INV-펀드-0054,2340,1104.56,2023-06-23,N
C00476,INV-변액-0070,1979,1081.94,2025-05-13,Y
C00477,INV-변액-0096,1350,1308.41,2025-04-19,N
C00477,INV-ET-0022,910,933.72,2025-01-05,N
C00477,INV-펀드-0058,1292,1329.4,2025-05-12,N
C00477,INV-연금-0001,1850,1180.96,2024-10-05,Y
C00479,INV-연금-0028,2694,1063.73,2023-05-26,N
C00479,INV-변액-0029,2157,1040.31,2023-04-05,Y
C00479,INV-연금-0050,1994,1178.82,2023-07-31,N
C00480,INV-펀드-0063,1199,1273.8,2023-02-09,N
C00480,INV-변액-0037,1182,934.92,2023-11-09,N
C00480,INV-연금-0016,1483,1271.33,2023-07-13,N
C00481,INV-ET-0075,2205,1195.53,2024-09-01,N
C00481,INV-펀드-0044,2973,1146.73,2023-01-17,N
C00481,INV-변액-0038,1486,1239.51,2024-03-09,N
C00482,INV-펀드-0067,1949,1448.11,2023-07-25,N
C00482,INV-펀드-0081,649,1187.46,2023-02-07,Y
C00483,INV-변액-0096,2841,1371.73,2023-03-26,Y
C00484,INV-연금-0068,1235,1316.61,2025-03-22,N
C00484,INV-펀드-0011,857,1307.36,2023-05-22,N
C00484,INV-연금-0021,1761,1064.78,2023-10-06,Y
C00484,INV-연금-0095,2552,1411.01,2024-02-15,N
C00484,INV-연금-0053,2782,1368.54,2024-10-10,N
C00486,INV-ET-0087,267,1600.69,2024-07-22,N
C00486,INV-ET-0042,1771,1203.29,2024-05-20,Y
C00486,INV-연금-0006,762,1219.01,2024-01-09,N
C00486,INV-펀드-0061,2853,976.76,2024-04-26,N
C00487,INV-변액-0069,1953,1304.22,2024-04-01,N
C00487,INV-변액-0038,2803,1232.06,2023-04-26,N
C00487,INV-변액-0013,593,911.67,2023-08-13,N
C00487,INV-ET-0043,2922,1318.89,2023-10-09,N
C00490,INV-펀드-0067,1883,1402.23,2024-11-02,N
C00491,INV-펀드-0052,750,936.8,2023-07-26,N
C00491,INV-연금-0028,2246,1013.71,2024-10-26,Y
C00491,INV-ET-0045,2673,999.29,2023-02-17,Y
C00491,INV-펀드-0023,2225,1048.26,2024-06-13,Y
C00494,INV-펀드-0046,2989,1190.63,2024-10-23,N
C00494,INV-ET-0099,2997,1213.15,2023-11-26,N
C00494,INV-연금-0078,1686,1307.09,2023-04-06,N
C00494,INV-펀드-0083,819,1315.19,2025-06-16,N
C00494,INV-변액-0029,2141,1147.22,2024-07-22,N
C00496,INV-ET-0022,1622,840.79,2024-07-23,N
C00496,INV-연금-0059,2134,984.04,2025-04-07,N
C00496,INV-연금-0095,1920,1328.62,2024-01-07,N
C00496,INV-연금-0066,695,1303.04,2023-02-22,N
C00498,INV-ET-0051,2081,1629.25,2024-07-15,Y
C00503,INV-연금-0048,1360,1107.14,2024-12-21,N
C00503,INV-변액-0088,2724,1215.19,2023-07-18,Y
C00503,INV-연금-0001,1781,1213.4,2024-10-13,Y
C00503,INV-변액-0070,2463,1130.27,2024-03-26,Y
C00503,INV-변액-0069,2161,1386.18,2023-12-05,N
C00505,INV-변액-0037,2991,998.07,2023-07-13,N
C00506,INV-변액-0096,737,1228.37,2023-06-22,Y
C00506,INV-ET-0018,611,1104.56,2023-07-28,Y
C00506,INV-펀드-0046,1289,1104.05,2024-10-28,N
C00506,INV-연금-0048,1276,1096.25,2024-01-19,N
C00506,INV-ET-0043,1208,1285.98,2024-02-04,N
C00507,INV-펀드-0081,1419,1060.97,2023-05-16,Y
C00507,INV-변액-0007,714,1007.69,2024-12-13,N
C00507,INV-펀드-0034,2950,982.74,2024-05-07,N
C00507,INV-펀드-0023,621,1167.98,2024-08-03,N
C00508,INV-ET-0022,1907,984.81,2023-10-17,Y
C00508,INV-펀드-0081,830,987.75,2023-09-16,N
C00508,INV-펀드-0023,2099,1088.5,2024-07-30,N
C00510,INV-연금-0009,392,1080.39,2023-11-03,N
C00510,INV-연금-0089,2696,1108.94,2023-06-03,N
C00511,INV-연금-0094,348,1094.92,2023-07-28,Y
C00512,INV-변액-0007,1005,968.8,2024-04-14,N
C00516,INV-ET-0092,912,1502.2,2023-07-24,Y
C00517,INV-변액-0049,1714,1014.29,2024-08-31,Y
C00517,INV-ET-0051,1171,1457.02,2024-03-25,N
C00517,INV-펀드-0011,1940,1117.8,2024-10-17,N
C00518,INV-연금-0053,621,1204.21,2023-09-14,N
C00518,INV-연금-0050,59,1178.15,2024-04-05,Y
C00518,INV-연금-0078,263,1483.53,2023-07-13,N
C00518,INV-ET-0030,2856,1172.87,2024-07-05,N
C00518,INV-연금-0009,1143,946.99,2023-07-19,Y
C00521,INV-연금-0097,1060,1448.55,2025-05-02,Y
C00521,INV-변액-0049,1762,1152.65,2025-02-07,Y
C00521,INV-연금-0048,1293,1087.99,2024-10-17,Y
C00522,INV-ET-0003,892,1091.41,2023-08-22,Y
C00522,INV-ET-0008,2268,1123.24,2024-04-03,N
C00523,INV-ET-0018,524,1144.71,2023-05-05,N
C00524,INV-펀드-0082,1494,1387.76,2023-12-12,N
C00524,INV-ET-0064,1642,1374.91,2025-03-09,N
C00525,INV-연금-0041,441,1241.78,2024-07-20,N
C00525,INV-변액-0049,1381,1140.28,2023-06-06,Y
C00525,INV-연금-0094,1498,1284.17,2024-04-29,N
C00525,INV-펀드-0052,2844,1081.64,2025-02-03,N
C00525,INV-변액-0037,2403,889.17,2023-11-18,N
C00526,INV-ET-0022,2579,930.5,2024-12-03,Y
C00526,INV-펀드-0044,1699,1212.7,2024-11-07,N
C00526,INV-연금-0019,2191,1377.06,2023-04-11,N
