tx_id,customer_id,product_id,tx_date,tx_type,units,nav_at_tx,amount_won,channel
TX0000695,C01369,INV-변액-0007,2024-03-23,SELL,253,884.53,22378609,로보어드바이저
TX0000696,C00805,INV-연금-0059,2025-07-10,SELL,390,978.87,38175930,대면
TX0000697,C00804,INV-변액-0080,2024-02-17,SELL,79,1196.59,9453061,MTS
TX0000698,C01082,INV-펀드-0074,2024-02-27,BUY,62,1186.24,7354688,MTS
TX0000699,C01119,INV-변액-0088,2025-05-03,BUY,382,1306.82,49920524,MTS
TX0000700,C00691,INV-펀드-0098,2024-12-31,SELL,393,1565.19,61511967,로보어드바이저
TX0000701,C00464,INV-펀드-0056,2024-12-26,BUY,286,1308.29,37417094,MTS
TX0000702,C00193,INV-연금-0048,2024-06-15,BUY,378,1195.8,45201240,대면
TX0000703,C01146,INV-펀드-0046,2024-09-14,BUY,213,1340.05,28543064,HTS
TX0000704,C00611,INV-펀드-0074,2024-02-16,SELL,423,985.54,41688342,로보어드바이저
TX0000705,C00532,INV-연금-0041,2024-10-27,SELL,265,1319.57,34968605,MTS
TX0000706,C01481,INV-ET-0030,2025-10-06,BUY,272,1234.9,33589280,HTS
TX0000707,C00780,INV-연금-0032,2025-03-23,SELL,160,992.17,15874719,로보어드바이저
TX0000708,C00557,INV-ET-0051,2024-06-29,SELL,161,1561.1,25133709,대면
TX0000709,C01379,INV-ET-0071,2024-05-18,BUY,440,1133.05,49854200,대면
TX0000710,C00175,INV-펀드-0057,2024-02-08,BUY,310,978.26,30326059,HTS
TX0000711,C01465,INV-변액-0010,2024-05-01,SELL,84,1433.18,12038712,대면
TX0000712,C00549,INV-펀드-0074,2024-10-28,BUY,449,1286.74,57774626,대면
TX0000713,C00105,INV-펀드-0044,2025-06-23,BUY,136,1324.06,18007216,HTS
TX0000714,C00111,INV-ET-0093,2025-01-31,SELL,358,1742.79,62391881,HTS
TX0000715,C00338,INV-연금-0006,2025-07-04,SELL,287,1384.14,39724818,로보어드바이저
TX0000716,C00925,INV-ET-0100,2024-04-06,BUY,14,1300.44,1820616,MTS
TX0000717,C00175,INV-연금-0059,2025-06-12,SELL,381,1196.65,45592365,로보어드바이저
TX0000718,C01131,INV-연금-0060,2024-05-18,SELL,389,1320.94,51384566,MTS
TX0000719,C00951,INV-ET-0031,2025-11-01,BUY,276,1271.93,35105268,HTS
TX0000720,C00614,INV-ET-0022,2025-05-04,BUY,222,849.78,18865116,로보어드바이저
TX0000721,C00068,INV-변액-0037,2025-07-19,SELL,38,1209.95,4597810,로보어드바이저
TX0000722,C01393,INV-연금-0059,2025-07-02,BUY,467,898.96,41981432,HTS
TX0000723,C00725,INV-연금-0004,2024-05-19,BUY,205,810.05,16606025,대면
TX0000724,C00387,INV-ET-0042,2025-04-14,BUY,74,1183.94,8761156,로보어드바이저
TX0000725,C01099,INV-연금-0055,2024-08-11,SELL,77,1181.29,9095933,HTS
TX0000726,C00855,INV-변액-0038,2024-06-07,SELL,136,1329.73,18084328,MTS
TX0000727,C00777,INV-ET-0086,2025-09-23,SELL,285,1185.97,33800145,대면
TX0000728,C00840,INV-펀드-0062,2025-06-23,SELL,153,1317.43,20156679,MTS
TX0000729,C01228,INV-ET-0076,2024-02-20,SELL,153,1484.55,22713615,대면
TX0000730,C00711,INV-ET-0008,2025-03-13,BUY,66,1213.06,8006195,로보어드바이저
TX0000731,C00321,INV-ET-0090,2024-06-28,BUY,154,979.69,15087226,HTS
TX0000732,C01248,INV-연금-0001,2024-04-03,SELL,94,1069.4,10052360,MTS
TX0000733,C00255,INV-ET-0003,2025-12-17,BUY,457,1394.1,63710369,로보어드바이저
TX0000734,C01018,INV-ET-0008,2025-04-24,BUY,260,1128.3,29335800,대면
TX0000735,C01231,INV-변액-0037,2025-01-10,SELL,161,995.94,16034634,로보어드바이저
TX0000736,C00893,INV-연금-0016,2024-07-17,BUY,166,1200.97,19936102,HTS
TX0000737,C00948,INV-펀드-0023,2025-03-19,BUY,142,1145.72,16269224,로보어드바이저
TX0000738,C01148,INV-펀드-0082,2024-11-05,SELL,472,1593.45,75210840,MTS
TX0000739,C01121,INV-펀드-0039,2025-04-14,BUY,442,1517.74,67084107,MTS
TX0000740,C00129,INV-연금-0097,2024-09-10,SELL,208,1556.21,32369168,HTS
TX0000741,C00386,INV-ET-0100,2025-09-25,BUY,462,1096.68,50666616,대면
TX0000742,C01227,INV-연금-0019,2025-11-01,BUY,285,1583.34,45125190,MTS
TX0000743,C00660,INV-연금-0009,2025-10-10,BUY,446,1210.92,54007032,HTS
TX0000744,C00353,INV-펀드-0072,2025-02-06,SELL,252,1057.94,26660088,HTS
TX0000745,C00588,INV-펀드-0040,2025-02-14,BUY,93,1184.0,11011200,대면
TX0000746,C01066,INV-연금-0006,2025-05-17,BUY,96,1111.19,10667424,MTS
TX0000747,C01118,INV-변액-0037,2025-04-22,BUY,156,1028.12,16038671,HTS
TX0000748,C01263,INV-변액-0017,2024-10-17,SELL,400,1334.07,53362800,대면
TX0000749,C00878,INV-연금-0032,2024-06-23,BUY,148,1190.86,17624728,로보어드바이저
TX0000750,C01209,INV-펀드-0057,2024-09-06,SELL,298,1040.2,30997960,로보어드바이저
TX0000751,C00682,INV-펀드-0052,2025-03-24,SELL,337,921.48,31053876,HTS
TX0000752,C01128,INV-ET-0091,2024-01-01,BUY,397,1031.3,40942610,로보어드바이저
TX0000753,C00480,INV-ET-0031,2025-06-11,BUY,286,1288.74,36857964,대면
TX0000754,C00266,INV-펀드-0081,2025-10-15,SELL,133,1248.69,16607577,로보어드바이저
TX0000755,C00200,INV-변액-0096,2024-07-20,BUY,142,1500.34,21304828,HTS
TX0000756,C01228,INV-연금-0019,2025-10-02,BUY,303,1338.1,40544430,로보어드바이저
TX0000757,C01317,INV-펀드-0046,2025-09-05,BUY,419,970.91,40681129,대면
TX0000758,C00872,INV-ET-0042,2025-02-26,SELL,214,1457.78,31196492,MTS
TX0000759,C00244,INV-ET-0092,2025-04-24,SELL,22,1738.18,3823996,대면
TX0000760,C01090,INV-펀드-0012,2024-12-06,BUY,300,1212.71,36381300,대면
TX0000761,C00388,INV-펀드-0024,2025-07-28,BUY,455,1131.97,51504635,로보어드바이저
TX0000762,C00456,INV-연금-0085,2025-08-07,BUY,463,1171.94,54260822,HTS
TX0000763,C01348,INV-ET-0079,2025-04-29,SELL,59,1378.74,8134566,대면
TX0000764,C01430,INV-변액-0015,2024-08-09,SELL,178,1199.59,21352702,대면
TX0000765,C01037,INV-변액-0088,2024-02-02,BUY,47,1066.1,5010670,로보어드바이저
TX0000766,C00627,INV-연금-0077,2024-06-03,SELL,80,1006.3,8050400,MTS
TX0000767,C00098,INV-연금-0004,2024-01-20,SELL,260,783.98,20383480,MTS
TX0000768,C00697,INV-변액-0069,2024-02-04,SELL,305,1277.25,38956125,HTS
TX0000769,C00542,INV-변액-0084,2024-06-13,SELL,225,934.06,21016350,HTS
TX0000770,C01398,INV-ET-0090,2024-01-02,BUY,52,1151.65,5988580,로보어드바이저
TX0000771,C00332,INV-연금-0004,2024-01-06,SELL,404,904.03,36522812,MTS
TX0000772,C01285,INV-펀드-0063,2024-06-02,BUY,169,1577.27,26655863,MTS
TX0000773,C01269,INV-펀드-0072,2025-12-09,SELL,413,870.54,35953301,대면
TX0000774,C00304,INV-펀드-0052,2025-05-26,BUY,186,962.28,17898408,HTS
TX0000775,C00299,INV-연금-0066,2025-01-04,SELL,132,1432.14,18904248,MTS
TX0000776,C01357,INV-펀드-0054,2024-07-29,BUY,486,1154.85,56125710,로보어드바이저
TX0000777,C01098,INV-펀드-0040,2024-01-25,SELL,54,1173.84,6338735,MTS
TX0000778,C01246,INV-ET-0093,2024-07-31,BUY,86,1471.45,12654470,대면
TX0000779,C01435,INV-펀드-0044,2025-06-02,SELL,129,1507.69,19449201,HTS
TX0000780,C01032,INV-ET-0022,2024-05-22,BUY,400,1099.04,43961600,MTS
TX0000781,C01274,INV-펀드-0046,2025-11-24,BUY,184,1151.25,21183000,HTS
TX0000782,C01121,INV-변액-0080,2025-12-06,SELL,437,1559.68,68158016,MTS
TX0000783,C00724,INV-연금-0078,2025-11-29,SELL,118,1277.07,15069425,로보어드바이저
TX0000784,C00041,INV-ET-0093,2024-03-10,SELL,458,1667.33,76363714,대면
TX0000785,C00576,INV-ET-0086,2025-02-03,SELL,108,950.23,10262484,MTS
TX0000786,C00804,INV-연금-0053,2024-10-07,SELL,269,1455.53,39153757,로보어드바이저
TX0000787,C00636,INV-ET-0100,2024-01-26,SELL,484,1320.35,63904939,로보어드바이저
TX0000788,C00631,INV-연금-0050,2025-03-22,SELL,212,1238.24,26250688,대면
TX0000789,C01053,INV-ET-0065,2024-09-14,SELL,88,1559.53,13723863,HTS
TX0000790,C00787,INV-펀드-0035,2024-04-14,BUY,292,1230.4,35927680,대면
TX0000791,C01317,INV-펀드-0046,2024-07-15,SELL,139,977.84,13591976,로보어드바이저
TX0000792,C01285,INV-연금-0094,2024-11-29,BUY,419,1426.09,59753171,HTS
TX0000793,C00168,INV-펀드-0098,2025-06-20,BUY,58,1303.21,7558618,로보어드바이저
TX0000794,C00338,INV-연금-0050,2024-07-15,BUY,144,1444.65,20802960,HTS
TX0000795,C00014,INV-연금-0094,2024-03-24,BUY,489,1449.26,70868814,대면
TX0000796,C01447,INV-연금-0078,2025-02-03,BUY,168,1358.15,22816920,MTS
TX0000797,C00128,INV-연금-0068,2024-11-19,BUY,415,1407.27,58401705,대면
TX0000798,C00289,INV-ET-0051,2024-01-18,SELL,226,1765.75,39905950,MTS
TX0000799,C00800,INV-ET-0043,2024-11-09,BUY,488,1241.7,60594960,HTS
TX0000800,C00129,INV-펀드-0047,2025-01-14,BUY,57,1813.59,10337462,MTS
TX0000801,C00548,INV-ET-0090,2024-08-16,SELL,257,1144.82,29421874,MTS
TX0000802,C01098,INV-ET-0079,2024-06-19,BUY,126,1127.04,14200704,MTS
TX0000803,C00820,INV-펀드-0074,2024-06-07,SELL,211,961.1,20279210,HTS
TX0000804,C00035,INV-ET-0051,2024-02-21,SELL,313,1752.8,54862640,로보어드바이저
TX0000805,C01137,INV-펀드-0040,2024-02-03,BUY,278,1486.45,41323310,로보어드바이저
TX0000806,C01132,INV-펀드-0035,2024-04-09,BUY,87,1357.2,11807640,HTS
TX0000807,C01258,INV-연금-0085,2025-07-15,BUY,146,1236.59,18054214,대면
TX0000808,C01037,INV-펀드-0052,2025-04-04,SELL,92,1041.07,9577843,MTS
TX0000809,C01025,INV-ET-0076,2024-09-13,SELL,50,1142.05,5710250,로보어드바이저
TX0000810,C00188,INV-ET-0008,2024-02-06,BUY,274,1342.45,36783130,대면
TX0000811,C01182,INV-ET-0018,2024-01-10,SELL,160,1265.06,20240959,HTS
TX0000812,C00554,INV-연금-0001,2025-04-04,SELL,20,1392.02,2784040,대면
TX0000813,C01078,INV-연금-0097,2024-01-15,BUY,79,1655.74,13080346,대면
TX0000814,C00087,INV-ET-0022,2025-08-29,SELL,418,1105.62,46214916,로보어드바이저
TX0000815,C01360,INV-ET-0031,2024-03-01,BUY,193,1538.43,29691699,대면
TX0000816,C01324,INV-연금-0041,2024-07-12,SELL,83,1514.78,12572674,대면
TX0000817,C00464,INV-ET-0051,2024-01-20,SELL,297,1629.35,48391694,MTS
TX0000818,C00802,INV-ET-0087,2025-05-29,SELL,52,1489.96,7747792,로보어드바이저
TX0000819,C00025,INV-연금-0066,2024-05-21,BUY,234,1398.17,32717178,로보어드바이저
TX0000820,C01066,INV-ET-0043,2025-09-10,SELL,21,1677.23,3522183,MTS
TX0000821,C00225,INV-펀드-0047,2024-04-25,SELL,14,1338.69,1874166,MTS
TX0000822,C00308,INV-연금-0028,2024-10-04,SELL,150,1125.09,16876350,로보어드바이저
TX0000823,C00759,INV-펀드-0002,2025-09-12,SELL,54,1055.1,5697539,대면
TX0000824,C00424,INV-연금-0053,2025-05-22,SELL,279,1140.16,31810464,MTS
TX0000825,C00862,INV-ET-0071,2024-10-01,BUY,196,1068.26,20937896,대면
TX0000826,C00156,INV-ET-0073,2024-11-08,SELL,55,1223.11,6727104,MTS
TX0000827,C00116,INV-연금-0059,2024-04-21,SELL,73,1053.43,7690039,HTS
TX0000828,C00079,INV-ET-0079,2025-09-14,BUY,262,1428.55,37428010,대면
TX0000829,C00584,INV-ET-0079,2024-02-24,BUY,404,1353.42,54678168,MTS
TX0000830,C00453,INV-ET-0079,2025-09-13,BUY,140,1334.69,18685660,대면
TX0000831,C01044,INV-ET-0025,2025-02-25,SELL,272,1672.38,45488736,로보어드바이저
TX0000832,C01294,INV-연금-0048,2025-02-23,BUY,210,963.91,20242110,HTS
TX0000833,C00714,INV-변액-0084,2025-02-09,BUY,435,1015.63,44179905,대면
TX0000834,C00340,INV-ET-0051,2024-07-05,BUY,358,1826.65,65394070,로보어드바이저
TX0000835,C00073,INV-연금-0006,2025-09-16,SELL,271,1159.28,31416488,MTS
TX0000836,C01124,INV-펀드-0057,2024-02-22,BUY,42,1048.18,4402356,로보어드바이저
TX0000837,C00407,INV-연금-0095,2025-09-08,SELL,191,1342.42,25640222,MTS
TX0000838,C01487,INV-연금-0021,2024-07-12,SELL,121,1445.08,17485468,로보어드바이저
TX0000839,C00096,INV-연금-0066,2024-12-14,SELL,266,1271.69,33826954,로보어드바이저
TX0000840,C00680,INV-ET-0073,2025-02-22,SELL,255,1667.75,42527625,로보어드바이저
TX0000841,C00398,INV-연금-0016,2025-08-31,BUY,89,1666.2,14829180,HTS
TX0000842,C00016,INV-ET-0090,2024-05-24,BUY,429,1048.31,44972499,HTS
TX0000843,C01020,INV-ET-0065,2024-08-25,BUY,346,1615.95,55911870,HTS
TX0000844,C01020,INV-ET-0033,2024-03-16,BUY,344,1211.63,41680072,대면
TX0000845,C00168,INV-펀드-0056,2025-03-12,SELL,37,1387.81,5134897,대면
TX0000846,C01002,INV-ET-0022,2024-04-12,BUY,395,826.28,32638059,대면
TX0000847,C01361,INV-펀드-0047,2024-12-17,SELL,317,1621.27,51394259,로보어드바이저
TX0000848,C01393,INV-ET-0073,2025-07-31,BUY,259,1418.68,36743812,MTS
TX0000849,C00384,INV-펀드-0011,2025-01-23,BUY,213,1074.9,22895370,MTS
TX0000850,C00524,INV-변액-0080,2025-11-23,BUY,83,1615.73,13410559,MTS
TX0000851,C00149,INV-ET-0092,2024-02-11,SELL,103,1767.29,18203087,대면
TX0000852,C01309,INV-변액-0038,2024-08-08,SELL,74,1189.9,8805260,대면
TX0000853,C00987,INV-연금-0032,2025-11-01,SELL,314,1270.05,39879570,HTS
TX0000854,C00223,INV-변액-0013,2024-06-21,SELL,152,1055.03,16036456,MTS
TX0000855,C00710,INV-연금-0066,2025-05-16,SELL,483,1274.21,61544343,HTS
TX0000856,C00532,INV-ET-0091,2025-11-26,SELL,338,1050.61,35510618,대면
TX0000857,C00755,INV-ET-0099,2025-09-20,SELL,335,1248.61,41828435,로보어드바이저
TX0000858,C00808,INV-연금-0019,2025-02-15,SELL,390,1499.26,58471140,MTS
TX0000859,C00552,INV-변액-0007,2024-12-01,BUY,37,926.6,3428420,로보어드바이저
TX0000860,C00197,INV-변액-0007,2024-11-13,SELL,349,1066.95,37236555,HTS
TX0000861,C00079,INV-ET-0025,2025-05-31,BUY,119,1547.82,18419058,MTS
TX0000862,C00537,INV-펀드-0052,2024-12-07,SELL,197,1026.83,20228550,MTS
TX0000863,C01109,INV-펀드-0023,2025-06-20,SELL,202,1266.32,25579664,HTS
TX0000864,C00578,INV-펀드-0062,2024-07-08,BUY,391,1688.64,66025824,MTS
TX0000865,C00878,INV-연금-0004,2025-11-28,BUY,433,808.08,34989864,대면
TX0000866,C00804,INV-펀드-0039,2024-06-08,BUY,103,1400.32,14423296,대면
TX0000867,C00241,INV-펀드-0072,2024-06-11,SELL,152,878.38,13351376,MTS
TX0000868,C01324,INV-ET-0042,2025-07-29,BUY,262,1125.41,29485742,로보어드바이저
TX0000869,C01146,INV-펀드-0012,2024-09-07,SELL,139,1223.92,17012488,대면
TX0000870,C00615,INV-변액-0015,2024-10-20,BUY,120,1335.26,16023120,대면
TX0000871,C00819,INV-연금-0095,2024-04-23,SELL,460,1114.76,51278960,대면
TX0000872,C00508,INV-ET-0008,2025-07-18,BUY,80,1179.83,9438640,로보어드바이저
TX0000873,C00507,INV-연금-0048,2025-03-11,BUY,426,1272.0,54187200,로보어드바이저
TX0000874,C01130,INV-연금-0077,2025-07-12,SELL,445,1101.14,49000730,대면
TX0000875,C01082,INV-펀드-0058,2024-02-27,SELL,216,1238.29,26747064,대면
TX0000876,C00885,INV-펀드-0072,2025-05-25,BUY,376,995.83,37443208,대면
TX0000877,C00581,INV-변액-0080,2025-07-07,SELL,287,1725.72,49528164,MTS
TX0000878,C00477,INV-ET-0073,2025-07-12,BUY,336,1354.95,45526320,대면
TX0000879,C00416,INV-펀드-0072,2024-12-05,SELL,427,966.37,41263999,MTS
TX0000880,C00484,INV-연금-0053,2025-12-18,SELL,371,1284.0,47636400,대면
TX0000881,C01195,INV-연금-0036,2025-10-28,SELL,247,1032.98,25514606,로보어드바이저
TX0000882,C00587,INV-펀드-0083,2024-07-29,SELL,37,1190.25,4403925,로보어드바이저
TX0000883,C01425,INV-ET-0075,2024-05-27,BUY,22,1366.18,3005596,대면
TX0000884,C00869,INV-변액-0049,2024-03-04,SELL,102,1201.27,12252954,MTS
TX0000885,C00558,INV-변액-0080,2025-11-24,BUY,281,1595.51,44833831,MTS
TX0000886,C00255,INV-ET-0087,2025-09-29,SELL,408,1812.74,73959792,로보어드바이저
TX0000887,C00866,INV-펀드-0039,2024-06-28,BUY,390,1273.9,49682100,대면
TX0000888,C00280,INV-연금-0009,2025-12-06,BUY,138,909.66,12553308,로보어드바이저
TX0000889,C00984,INV-ET-0086,2024-03-20,BUY,124,986.6,12233840,HTS
TX0000890,C00080,INV-펀드-0098,2024-02-16,BUY,65,1314.27,8542755,HTS
TX0000891,C01077,INV-펀드-0046,2024-05-05,BUY,443,1346.23,59637989,HTS
TX0000892,C00151,INV-ET-0091,2024-02-02,BUY,319,1268.74,40472806,HTS
TX0000893,C00356,INV-연금-0036,2024-05-15,BUY,375,1100.0,41250000,로보어드바이저
TX0000894,C01218,INV-펀드-0035,2025-06-03,SELL,79,1375.35,10865265,로보어드바이저
TX0000895,C01165,INV-ET-0073,2025-08-18,BUY,329,1711.74,56316246,로보어드바이저
TX0000896,C00265,INV-연금-0036,2025-04-20,SELL,329,990.39,32583831,대면
TX0000897,C00657,INV-펀드-0024,2024-08-03,SELL,88,1498.42,13186096,로보어드바이저
TX0000898,C01102,INV-연금-0021,2024-03-11,SELL,58,1326.84,7695672,대면
TX0000899,C00054,INV-펀드-0002,2024-01-20,BUY,483,1179.91,56989653,로보어드바이저
TX0000900,C00506,INV-ET-0064,2025-10-09,BUY,346,1514.67,52407582,HTS
TX0000901,C00005,INV-연금-0095,2025-10-21,BUY,21,1495.12,3139751,HTS
TX0000902,C00942,INV-ET-0022,2025-12-18,BUY,451,884.7,39899970,대면
TX0000903,C01389,INV-연금-0060,2025-10-08,BUY,435,1644.39,71530965,MTS
TX0000904,C00756,INV-펀드-0040,2024-12-20,SELL,203,1242.56,25223968,대면
TX0000905,C01148,INV-연금-0006,2025-09-14,BUY,376,1252.68,47100768,대면
TX0000906,C01071,INV-ET-0030,2024-12-03,BUY,475,1432.85,68060375,HTS
TX0000907,C00561,INV-ET-0030,2025-11-01,SELL,490,1437.78,70451220,MTS
TX0000908,C00656,INV-ET-0087,2025-11-08,SELL,330,1759.12,58050960,대면
TX0000909,C00274,INV-변액-0007,2025-02-21,SELL,400,1165.72,46628800,MTS
TX0000910,C01324,INV-변액-0069,2025-07-19,SELL,46,1298.98,5975308,로보어드바이저
TX0000911,C00963,INV-ET-0071,2024-09-09,SELL,35,1354.54,4740890,HTS
TX0000912,C01453,INV-펀드-0020,2024-03-29,BUY,432,1643.23,70987536,대면
TX0000913,C00617,INV-변액-0015,2025-01-08,SELL,39,1391.03,5425017,HTS
TX0000914,C01430,INV-연금-0078,2025-07-31,BUY,497,1433.65,71252405,대면
TX0000915,C00340,INV-ET-0064,2025-10-27,BUY,278,1434.95,39891610,HTS
TX0000916,C00088,INV-변액-0038,2025-08-26,BUY,35,1151.67,4030845,대면
TX0000917,C00893,INV-펀드-0063,2024-09-20,BUY,123,1582.92,19469916,HTS
TX0000918,C00466,INV-ET-0008,2024-06-10,SELL,351,1307.33,45887282,대면
TX0000919,C00447,INV-펀드-0074,2025-02-01,SELL,339,1059.82,35927898,HTS
TX0000920,C00341,INV-연금-0016,2024-08-08,BUY,110,1494.89,16443790,HTS
TX0000921,C00576,INV-펀드-0067,2025-10-01,SELL,499,1320.13,65874487,대면
TX0000922,C01394,INV-펀드-0024,2024-03-29,SELL,292,1344.97,39273124,HTS
TX0000923,C00313,INV-연금-0048,2025-03-05,BUY,289,877.83,25369287,로보어드바이저
TX0000924,C00420,INV-변액-0049,2024-03-06,BUY,331,1181.01,39091431,MTS
TX0000925,C00936,INV-ET-0064,2024-04-28,SELL,15,1484.17,2226255,로보어드바이저
TX0000926,C00096,INV-ET-0005,2025-08-29,BUY,198,1257.14,24891372,대면
TX0000927,C00326,INV-연금-0009,2025-04-29,BUY,145,954.88,13845760,MTS
TX0000928,C00289,INV-ET-0073,2025-09-12,BUY,66,1689.36,11149776,HTS
TX0000929,C01337,INV-ET-0018,2024-03-05,BUY,223,1152.86,25708777,로보어드바이저
TX0000930,C01448,INV-연금-0066,2025-05-29,BUY,255,1088.75,27763125,MTS
TX0000931,C00387,INV-연금-0006,2024-04-03,SELL,324,1332.61,43176563,대면
TX0000932,C00487,INV-펀드-0052,2025-06-13,SELL,187,980.89,18342643,MTS
TX0000933,C01408,INV-변액-0007,2024-03-29,BUY,475,834.26,39627350,MTS
TX0000934,C01119,INV-연금-0078,2025-12-21,BUY,385,1661.53,63968905,HTS
TX0000935,C00682,INV-변액-0007,2025-08-18,BUY,230,864.09,19874070,대면
TX0000936,C00608,INV-연금-0041,2024-10-21,BUY,449,1324.97,59491153,로보어드바이저
TX0000937,C00798,INV-ET-0091,2025-09-06,SELL,436,1003.47,43751292,MTS
TX0000938,C00249,INV-변액-0007,2024-06-04,SELL,319,1156.78,36901282,HTS
TX0000939,C01098,INV-펀드-0082,2024-08-21,BUY,453,1423.2,64470960,대면
TX0000940,C01447,INV-변액-0070,2024-05-04,SELL,481,924.54,44470374,HTS
TX0000941,C00482,INV-ET-0073,2024-10-21,SELL,428,1517.16,64934448,MTS
TX0000942,C01426,INV-변액-0017,2024-12-08,BUY,202,1201.41,24268482,HTS
TX0000943,C00707,INV-펀드-0034,2024-01-14,BUY,309,1007.24,31123715,MTS
TX0000944,C00159,INV-펀드-0074,2025-12-20,BUY,94,1246.86,11720484,MTS
TX0000945,C00107,INV-펀드-0034,2025-03-31,BUY,136,1277.92,17379712,HTS
TX0000946,C00881,INV-ET-0091,2025-11-01,SELL,286,1056.64,30219904,대면
TX0000947,C00606,INV-변액-0013,2024-10-31,BUY,237,974.87,23104419,로보어드바이저
TX0000948,C01201,INV-변액-0088,2024-03-20,BUY,196,1390.48,27253408,MTS
TX0000949,C00396,INV-ET-0092,2024-12-06,SELL,31,1381.77,4283487,MTS
TX0000950,C01140,INV-펀드-0074,2024-11-27,BUY,91,982.32,8939112,대면
TX0000951,C00091,INV-펀드-0056,2025-11-25,SELL,170,1378.87,23440790,로보어드바이저
TX0000952,C01413,INV-연금-0050,2025-11-05,BUY,482,1057.13,50953666,HTS
TX0000953,C00923,INV-연금-0085,2025-06-14,SELL,176,1414.65,24897840,대면
TX0000954,C00963,INV-연금-0019,2024-07-30,BUY,330,1233.47,40704510,대면
TX0000955,C00041,INV-펀드-0063,2025-09-09,BUY,226,1654.31,37387406,HTS
TX0000956,C00914,INV-ET-0065,2024-05-11,SELL,326,1281.59,41779834,대면
TX0000957,C01156,INV-연금-0077,2025-02-10,BUY,59,1336.09,7882931,로보어드바이저
TX0000958,C01197,INV-연금-0066,2024-11-12,BUY,316,1306.19,41275604,대면
TX0000959,C00817,INV-변액-0010,2024-05-26,BUY,297,1603.79,47632563,로보어드바이저
TX0000960,C00007,INV-ET-0091,2025-04-18,BUY,416,1372.31,57088096,MTS
TX0000961,C00724,INV-연금-0019,2024-08-17,BUY,374,1649.21,61680454,로보어드바이저
TX0000962,C00512,INV-변액-0017,2025-12-09,BUY,268,1114.25,29861900,로보어드바이저
TX0000963,C00894,INV-ET-0093,2024-12-01,SELL,416,1513.29,62952864,로보어드바이저
TX0000964,C00610,INV-펀드-0046,2024-06-26,SELL,432,1113.6,48107519,MTS
TX0000965,C00686,INV-연금-0021,2025-05-22,BUY,453,1006.8,45608040,대면
TX0000966,C00332,INV-펀드-0061,2025-09-27,SELL,85,1284.8,10920800,대면
TX0000967,C00707,INV-연금-0060,2025-12-16,BUY,450,1339.51,60277950,로보어드바이저
TX0000968,C01195,INV-변액-0069,2024-08-04,BUY,14,1377.02,1927828,대면
TX0000969,C01294,INV-ET-0086,2024-04-27,BUY,160,904.99,14479840,로보어드바이저
TX0000970,C00786,INV-연금-0021,2024-10-23,SELL,90,1193.22,10738980,MTS
TX0000971,C01017,INV-연금-0053,2025-12-11,BUY,60,1278.04,7668239,로보어드바이저
TX0000972,C00773,INV-ET-0099,2024-02-06,BUY,361,1236.04,44621044,로보어드바이저
TX0000973,C01185,INV-펀드-0058,2025-11-02,SELL,222,1228.24,27266928,MTS
TX0000974,C00717,INV-변액-0010,2025-12-20,SELL,352,1601.14,56360128,대면
TX0000975,C00335,INV-연금-0089,2024-02-22,BUY,98,1160.74,11375252,대면
TX0000976,C00821,INV-ET-0087,2024-09-03,SELL,21,1730.17,3633357,MTS
TX0000977,C01358,INV-ET-0090,2024-06-13,BUY,158,1041.28,16452224,대면
TX0000978,C00516,INV-ET-0042,2024-04-07,BUY,192,1341.14,25749888,HTS
TX0000979,C01138,INV-연금-0001,2024-12-16,BUY,393,1504.88,59141784,대면
TX0000980,C00070,INV-펀드-0024,2025-11-12,SELL,293,1200.66,35179338,로보어드바이저
TX0000981,C00026,INV-변액-0096,2025-08-23,SELL,91,1418.67,12909897,대면
TX0000982,C01156,INV-연금-0019,2025-03-14,SELL,137,1311.67,17969879,로보어드바이저
TX0000983,C01248,INV-연금-0055,2025-05-01,SELL,493,1175.8,57966940,HTS
TX0000984,C00712,INV-ET-0005,2024-08-31,SELL,178,1808.92,32198776,HTS
TX0000985,C00993,INV-ET-0099,2025-08-18,BUY,317,1252.46,39702982,MTS
TX0000986,C00041,INV-펀드-0024,2024-12-03,SELL,200,1274.41,25488200,MTS
TX0000987,C01160,INV-연금-0036,2024-06-17,SELL,219,870.37,19061103,MTS
TX0000988,C00284,INV-ET-0065,2024-02-06,SELL,150,1623.63,24354450,로보어드바이저
TX0000989,C00757,INV-펀드-0052,2025-10-29,SELL,157,1018.44,15989508,대면
TX0000990,C01390,INV-연금-0001,2025-12-09,SELL,333,1075.7,35820810,대면
TX0000991,C00101,INV-변액-0015,2025-10-17,BUY,59,1184.55,6988845,HTS
TX0000992,C00867,INV-펀드-0035,2024-03-02,SELL,217,1471.45,31930465,로보어드바이저
TX0000993,C00283,INV-ET-0022,2025-08-23,SELL,441,860.6,37952460,HTS
TX0000994,C00872,INV-펀드-0034,2025-10-12,SELL,211,1136.39,23977829,로보어드바이저
TX0000995,C00332,INV-변액-0038,2025-10-17,SELL,432,1186.03,51236496,로보어드바이저
TX0000996,C00031,INV-연금-0019,2024-03-22,BUY,399,1443.16,57582084,대면
TX0000997,C01310,INV-연금-0036,2024-01-10,SELL,264,983.2,25956480,MTS
TX0000998,C01329,INV-ET-0091,2024-04-24,BUY,118,1150.83,13579794,MTS
