policy_id,customer_id,product_code,product_name,insurer,category,status,start_date,monthly_premium,scenario_code
P001532,C00429,SS-PN-0104,삼산라이프 연금기본형3,삼산라이프,연금,정상유지,2021-04-24,253758,중복_실손
P001533,C00429,DA-WL-0077,다올화재 종신기본형2,다올화재,종신,정상유지,2025-05-04,173859,정상
P001534,C00429,SS-TR-0110,삼산라이프 여행자프리미엄4,삼산라이프,여행자,정상유지,2021-03-09,12748,공백_배상
P001535,C00429,CU-FI-0042,청우손해 화재실속형2,청우손해,화재,정상유지,2024-02-28,26233,공백_배상
P001536,C00429,CU-HE-0033,청우손해 실손실속형3,청우손해,실손,정상유지,2024-12-12,27026,중복_자차
P001537,C00430,DB-FI-0127,동백해상 화재실속형3,동백해상,화재,정상유지,2024-07-21,24592,중복_자차
P001538,C00430,CU-TR-0045,청우손해 여행자프리미엄3,청우손해,여행자,정상유지,2022-06-02,5022,정상
P001539,C00430,BD-AU-0154,백두손해 자동차표준형3,백두손해,자동차,정상유지,2022-11-03,79597,정상
P001540,C00431,BD-AU-0155,백두손해 자동차프리미엄4,백두손해,자동차,정상유지,2024-03-05,112780,중복_자차
P001541,C00431,GH-TR-0067,광화종합 여행자기본형4,광화종합,여행자,정상유지,2021-02-08,4935,정상
P001542,C00431,DB-FI-0127,동백해상 화재실속형3,동백해상,화재,정상유지,2022-07-02,24592,정상
P001543,C00432,CU-CH-0029,청우손해 어린이실속형3,청우손해,어린이,정상유지,2021-08-23,61873,공백_사망
P001544,C00432,GH-PN-0057,광화종합 연금실속형1,광화종합,연금,정상유지,2021-11-19,225697,정상
P001545,C00432,DB-TR-0129,동백해상 여행자표준형2,동백해상,여행자,정상유지,2022-09-26,14747,정상
P001546,C00432,SS-FI-0106,삼산라이프 화재기본형2,삼산라이프,화재,정상유지,2025-05-18,31092,중복_실손
P001547,C00432,CU-WL-0035,청우손해 종신프리미엄1,청우손해,종신,정상유지,2021-04-02,255576,중복_실손
P001548,C00433,IR-CH-0134,이레생명 어린이프리미엄2,이레생명,어린이,정상유지,2023-08-09,76251,정상
P001549,C00433,BD-HE-0161,백두손해 실손표준형3,백두손해,실손,정상유지,2024-08-27,28961,공백_배상
P001550,C00434,BD-PN-0166,백두손해 연금표준형1,백두손해,연금,정상유지,2021-10-10,307535,중복_실손
P001551,C00434,SS-WL-0098,삼산라이프 종신프리미엄1,삼산라이프,종신,정상유지,2025-03-12,182251,중복_자차
P001552,C00435,DA-FI-0085,다올화재 화재표준형3,다올화재,화재,정상유지,2022-05-16,27963,중복_실손
P001553,C00435,SS-TR-0108,삼산라이프 여행자기본형2,삼산라이프,여행자,정상유지,2022-10-19,8902,공백_사망
P001554,C00436,GH-WL-0055,광화종합 종신프리미엄2,광화종합,종신,정상유지,2023-06-19,165517,공백_사망
P001555,C00436,IR-TR-0149,이레생명 여행자프리미엄1,이레생명,여행자,정상유지,2023-10-03,14160,공백_사망
P001556,C00436,CU-AU-0025,청우손해 자동차실속형2,청우손해,자동차,정상유지,2023-04-18,84484,공백_사망
P001557,C00436,DA-FI-0083,다올화재 화재프리미엄1,다올화재,화재,정상유지,2021-05-16,22272,공백_사망
P001558,C00436,DA-PN-0080,다올화재 연금표준형2,다올화재,연금,정상유지,2022-12-20,157871,공백_배상
P001559,C00437,HB-WL-0012,한빛생명 종신프리미엄4,한빛생명,종신,정상유지,2024-08-31,207312,공백_배상
P001560,C00437,IR-PN-0144,이레생명 연금프리미엄2,이레생명,연금,정상유지,2022-01-18,342386,중복_자차
P001561,C00437,GH-AU-0046,광화종합 자동차표준형1,광화종합,자동차,정상유지,2021-02-04,101331,중복_실손
P001562,C00437,HB-TR-0023,한빛생명 여행자실속형3,한빛생명,여행자,정상유지,2025-04-19,12546,공백_배상
P001563,C00438,GH-AU-0047,광화종합 자동차기본형2,광화종합,자동차,정상유지,2023-08-01,117678,공백_배상
P001564,C00438,CU-TR-0043,청우손해 여행자실속형1,청우손해,여행자,정상유지,2021-09-15,13209,공백_배상
P001565,C00438,CU-WL-0037,청우손해 종신프리미엄3,청우손해,종신,정상유지,2024-10-27,93148,중복_실손
P001566,C00439,IR-CH-0134,이레생명 어린이프리미엄2,이레생명,어린이,정상유지,2023-08-10,76251,공백_배상
P001567,C00439,IR-PN-0144,이레생명 연금프리미엄2,이레생명,연금,정상유지,2024-02-07,342386,중복_실손
P001568,C00440,SS-WL-0098,삼산라이프 종신프리미엄1,삼산라이프,종신,정상유지,2022-09-22,182251,중복_실손
P001569,C00440,DB-CH-0115,동백해상 어린이프리미엄3,동백해상,어린이,정상유지,2022-06-07,64871,공백_사망
P001570,C00441,IR-TR-0151,이레생명 여행자프리미엄3,이레생명,여행자,정상유지,2024-01-11,3665,공백_배상
P001571,C00441,CU-CH-0029,청우손해 어린이실속형3,청우손해,어린이,정상유지,2022-08-20,61873,중복_자차
P001572,C00441,BD-FI-0168,백두손해 화재표준형1,백두손해,화재,정상유지,2024-08-06,32849,정상
P001573,C00441,DA-PN-0079,다올화재 연금표준형1,다올화재,연금,정상유지,2025-01-01,168729,정상
P001574,C00442,HB-FI-0017,한빛생명 화재프리미엄1,한빛생명,화재,정상유지,2023-01-01,10814,중복_자차
P001575,C00442,GH-TR-0064,광화종합 여행자표준형1,광화종합,여행자,정상유지,2025-03-08,8081,중복_자차
P001576,C00442,DB-HE-0118,동백해상 실손프리미엄3,동백해상,실손,정상유지,2023-12-09,23145,공백_배상
P001577,C00442,HB-AU-0001,한빛생명 자동차표준형1,한빛생명,자동차,정상유지,2022-11-15,105163,공백_배상
P001578,C00442,HB-PN-0015,한빛생명 연금실속형3,한빛생명,연금,정상유지,2023-05-07,126223,중복_자차
P001579,C00443,HB-PN-0015,한빛생명 연금실속형3,한빛생명,연금,정상유지,2025-02-28,126223,공백_배상
P001580,C00443,IR-HE-0137,이레생명 실손표준형2,이레생명,실손,정상유지,2021-07-20,57903,공백_사망
P001581,C00443,CU-FI-0042,청우손해 화재실속형2,청우손해,화재,정상유지,2023-05-06,26233,중복_실손
P001582,C00444,HB-TR-0022,한빛생명 여행자표준형2,한빛생명,여행자,정상유지,2022-07-16,9624,중복_실손
P001583,C00444,BD-HE-0159,백두손해 실손기본형1,백두손해,실손,정상유지,2022-12-28,24791,중복_실손
P001584,C00444,IR-WL-0142,이레생명 종신기본형3,이레생명,종신,정상유지,2022-05-28,189151,공백_배상
P001585,C00445,DB-AU-0111,동백해상 자동차기본형1,동백해상,자동차,정상유지,2021-05-07,93623,공백_사망
P001586,C00445,BD-FI-0168,백두손해 화재표준형1,백두손해,화재,정상유지,2022-04-17,32849,중복_자차
P001587,C00445,DB-HE-0116,동백해상 실손프리미엄1,동백해상,실손,정상유지,2021-04-20,32539,공백_배상
P001588,C00445,DB-PN-0123,동백해상 연금기본형1,동백해상,연금,정상유지,2023-10-26,205519,중복_실손
P001589,C00445,DB-TR-0128,동백해상 여행자실속형1,동백해상,여행자,정상유지,2023-05-03,8326,중복_실손
P001590,C00446,DB-TR-0128,동백해상 여행자실속형1,동백해상,여행자,정상유지,2023-12-16,8326,공백_배상
P001591,C00446,DB-HE-0118,동백해상 실손프리미엄3,동백해상,실손,정상유지,2023-06-24,23145,중복_실손
P001592,C00446,IR-AU-0130,이레생명 자동차기본형1,이레생명,자동차,정상유지,2022-02-01,58565,중복_자차
P001593,C00446,DB-FI-0125,동백해상 화재프리미엄1,동백해상,화재,정상유지,2022-03-16,9505,공백_배상
P001594,C00446,DA-PN-0081,다올화재 연금기본형3,다올화재,연금,정상유지,2023-12-18,198291,공백_사망
P001595,C00447,CU-AU-0024,청우손해 자동차기본형1,청우손해,자동차,정상유지,2024-02-25,88046,공백_배상
P001596,C00447,GH-WL-0054,광화종합 종신표준형1,광화종합,종신,정상유지,2023-01-01,249273,정상
P001597,C00447,SS-TR-0110,삼산라이프 여행자프리미엄4,삼산라이프,여행자,정상유지,2024-04-23,12748,정상
P001598,C00448,DB-WL-0120,동백해상 종신표준형1,동백해상,종신,정상유지,2022-09-25,82609,공백_사망
P001599,C00448,DA-TR-0088,다올화재 여행자프리미엄2,다올화재,여행자,정상유지,2024-09-05,6550,정상
P001600,C00448,BD-FI-0169,백두손해 화재기본형2,백두손해,화재,정상유지,2021-11-05,22666,공백_배상
P001601,C00448,HB-HE-0007,한빛생명 실손실속형1,한빛생명,실손,정상유지,2021-10-09,23783,중복_실손
P001602,C00449,CU-HE-0034,청우손해 실손기본형4,청우손해,실손,정상유지,2021-01-28,33902,중복_자차
P001603,C00449,BD-PN-0167,백두손해 연금표준형2,백두손해,연금,정상유지,2022-05-04,326776,공백_배상
P001604,C00449,HB-TR-0022,한빛생명 여행자표준형2,한빛생명,여행자,정상유지,2025-04-20,9624,중복_자차
P001605,C00449,SS-FI-0105,삼산라이프 화재실속형1,삼산라이프,화재,정상유지,2024-07-24,26382,공백_배상
P001606,C00450,CU-CH-0027,청우손해 어린이실속형1,청우손해,어린이,정상유지,2024-10-08,50615,공백_배상
P001607,C00450,CU-AU-0024,청우손해 자동차기본형1,청우손해,자동차,정상유지,2021-04-15,88046,공백_사망
P001608,C00450,DB-HE-0118,동백해상 실손프리미엄3,동백해상,실손,정상유지,2022-11-06,23145,중복_자차
P001609,C00450,IR-WL-0140,이레생명 종신실속형1,이레생명,종신,정상유지,2021-11-26,139246,정상
P001610,C00451,GH-WL-0055,광화종합 종신프리미엄2,광화종합,종신,정상유지,2023-04-21,165517,공백_배상
P001611,C00451,BD-CH-0158,백두손해 어린이기본형3,백두손해,어린이,정상유지,2024-11-19,68943,중복_자차
P001612,C00451,GH-PN-0060,광화종합 연금프리미엄4,광화종합,연금,정상유지,2024-09-14,156264,중복_실손
P001613,C00451,SS-AU-0090,삼산라이프 자동차표준형2,삼산라이프,자동차,정상유지,2021-06-02,65352,중복_자차
P001614,C00452,SS-PN-0103,삼산라이프 연금실속형2,삼산라이프,연금,정상유지,2023-07-16,318638,중복_자차
P001615,C00452,BD-TR-0171,백두손해 여행자기본형2,백두손해,여행자,정상유지,2021-12-10,3514,공백_사망
P001616,C00452,CU-FI-0042,청우손해 화재실속형2,청우손해,화재,정상유지,2023-06-03,26233,중복_자차
P001617,C00452,SS-WL-0099,삼산라이프 종신실속형2,삼산라이프,종신,정상유지,2022-04-01,234393,정상
P001618,C00452,CU-HE-0033,청우손해 실손실속형3,청우손해,실손,정상유지,2024-07-13,27026,중복_실손
P001619,C00453,IR-FI-0146,이레생명 화재프리미엄1,이레생명,화재,정상유지,2024-12-20,16684,중복_실손
P001620,C00453,SS-PN-0104,삼산라이프 연금기본형3,삼산라이프,연금,정상유지,2021-08-29,253758,정상
P001621,C00454,IR-TR-0149,이레생명 여행자프리미엄1,이레생명,여행자,정상유지,2024-12-27,14160,공백_사망
P001622,C00454,SS-PN-0102,삼산라이프 연금기본형1,삼산라이프,연금,정상유지,2022-05-05,107739,공백_사망
P001623,C00455,HB-FI-0018,한빛생명 화재표준형2,한빛생명,화재,정상유지,2024-10-10,8831,중복_실손
P001624,C00455,DB-HE-0117,동백해상 실손프리미엄2,동백해상,실손,정상유지,2023-05-29,43319,중복_자차
P001625,C00455,IR-WL-0141,이레생명 종신프리미엄2,이레생명,종신,정상유지,2024-12-03,83800,중복_자차
P001626,C00455,HB-CH-0006,한빛생명 어린이기본형3,한빛생명,어린이,정상유지,2023-05-04,29794,중복_실손
P001627,C00455,SS-PN-0103,삼산라이프 연금실속형2,삼산라이프,연금,정상유지,2024-10-17,318638,중복_실손
P001628,C00456,BD-AU-0152,백두손해 자동차표준형1,백두손해,자동차,정상유지,2024-03-12,56856,공백_배상
P001629,C00456,IR-WL-0141,이레생명 종신프리미엄2,이레생명,종신,정상유지,2021-08-15,83800,공백_배상
P001630,C00456,HB-FI-0020,한빛생명 화재기본형4,한빛생명,화재,정상유지,2023-03-09,29119,공백_배상
P001631,C00456,HB-CH-0005,한빛생명 어린이기본형2,한빛생명,어린이,정상유지,2023-03-16,66973,정상
P001632,C00457,GH-HE-0053,광화종합 실손표준형4,광화종합,실손,정상유지,2021-12-01,27569,정상
P001633,C00457,IR-WL-0140,이레생명 종신실속형1,이레생명,종신,정상유지,2024-06-08,139246,중복_자차
P001634,C00457,SS-AU-0090,삼산라이프 자동차표준형2,삼산라이프,자동차,정상유지,2021-01-23,65352,공백_사망
P001635,C00457,DB-PN-0124,동백해상 연금표준형2,동백해상,연금,정상유지,2025-04-08,287729,정상
P001636,C00458,IR-AU-0131,이레생명 자동차표준형2,이레생명,자동차,정상유지,2024-09-04,86348,공백_배상
P001637,C00458,CU-CH-0029,청우손해 어린이실속형3,청우손해,어린이,정상유지,2022-02-23,61873,정상
P001638,C00458,DB-HE-0116,동백해상 실손프리미엄1,동백해상,실손,정상유지,2022-03-02,32539,중복_실손
P001639,C00458,IR-WL-0142,이레생명 종신기본형3,이레생명,종신,정상유지,2022-02-03,189151,정상
P001640,C00459,CU-WL-0038,청우손해 종신기본형4,청우손해,종신,정상유지,2021-03-08,204656,중복_자차
P001641,C00459,SS-PN-0102,삼산라이프 연금기본형1,삼산라이프,연금,정상유지,2024-11-23,107739,정상
P001642,C00460,GH-HE-0053,광화종합 실손표준형4,광화종합,실손,정상유지,2025-01-15,27569,중복_자차
P001643,C00460,IR-TR-0150,이레생명 여행자기본형2,이레생명,여행자,정상유지,2021-05-18,13492,중복_실손
P001644,C00460,CU-AU-0026,청우손해 자동차실속형3,청우손해,자동차,정상유지,2023-08-05,116341,중복_실손
P001645,C00461,SS-HE-0097,삼산라이프 실손프리미엄3,삼산라이프,실손,정상유지,2023-03-21,36287,중복_실손
P001646,C00461,DA-FI-0086,다올화재 화재표준형4,다올화재,화재,정상유지,2021-06-02,8133,정상
P001647,C00461,BD-AU-0154,백두손해 자동차표준형3,백두손해,자동차,정상유지,2022-02-06,79597,공백_사망
P001648,C00462,GH-WL-0055,광화종합 종신프리미엄2,광화종합,종신,정상유지,2022-09-08,165517,공백_배상
P001649,C00462,CU-AU-0026,청우손해 자동차실속형3,청우손해,자동차,정상유지,2023-01-14,116341,중복_실손
P001650,C00462,DA-PN-0080,다올화재 연금표준형2,다올화재,연금,정상유지,2024-03-22,157871,중복_실손
P001651,C00462,BD-FI-0169,백두손해 화재기본형2,백두손해,화재,정상유지,2025-03-13,22666,공백_사망
P001652,C00462,SS-HE-0095,삼산라이프 실손프리미엄1,삼산라이프,실손,정상유지,2024-01-25,48934,정상
P001653,C00463,SS-WL-0101,삼산라이프 종신기본형4,삼산라이프,종신,정상유지,2021-09-27,191611,정상
P001654,C00463,CU-FI-0042,청우손해 화재실속형2,청우손해,화재,정상유지,2024-03-16,26233,중복_자차
P001655,C00463,DB-CH-0115,동백해상 어린이프리미엄3,동백해상,어린이,정상유지,2024-11-05,64871,정상
P001656,C00463,BD-AU-0153,백두손해 자동차실속형2,백두손해,자동차,정상유지,2024-10-07,82742,공백_배상
P001657,C00463,HB-PN-0013,한빛생명 연금기본형1,한빛생명,연금,정상유지,2021-06-20,320731,공백_배상
P001658,C00464,GH-WL-0054,광화종합 종신표준형1,광화종합,종신,정상유지,2021-04-24,249273,정상
P001659,C00464,IR-AU-0130,이레생명 자동차기본형1,이레생명,자동차,정상유지,2021-03-08,58565,공백_배상
P001660,C00464,DA-HE-0073,다올화재 실손기본형1,다올화재,실손,정상유지,2024-09-26,25116,중복_자차
P001661,C00464,HB-FI-0018,한빛생명 화재표준형2,한빛생명,화재,정상유지,2023-02-03,8831,공백_배상
P001662,C00464,BD-PN-0167,백두손해 연금표준형2,백두손해,연금,정상유지,2023-02-27,326776,공백_배상
P001663,C00465,HB-AU-0002,한빛생명 자동차표준형2,한빛생명,자동차,정상유지,2021-07-23,66788,중복_자차
P001664,C00465,DB-WL-0121,동백해상 종신표준형2,동백해상,종신,정상유지,2022-09-07,224977,중복_실손
P001665,C00466,BD-PN-0167,백두손해 연금표준형2,백두손해,연금,정상유지,2023-10-10,326776,공백_사망
P001666,C00466,DB-WL-0122,동백해상 종신기본형3,동백해상,종신,정상유지,2022-06-04,154997,중복_자차
P001667,C00467,CU-FI-0042,청우손해 화재실속형2,청우손해,화재,정상유지,2023-10-29,26233,정상
P001668,C00467,SS-AU-0089,삼산라이프 자동차실속형1,삼산라이프,자동차,정상유지,2021-10-27,81838,공백_사망
P001669,C00467,SS-HE-0096,삼산라이프 실손실속형2,삼산라이프,실손,정상유지,2023-02-19,23518,공백_사망
P001670,C00468,HB-FI-0018,한빛생명 화재표준형2,한빛생명,화재,정상유지,2022-10-01,8831,중복_자차
P001671,C00468,DB-PN-0123,동백해상 연금기본형1,동백해상,연금,정상유지,2022-04-01,205519,중복_실손
P001672,C00469,DB-WL-0122,동백해상 종신기본형3,동백해상,종신,정상유지,2021-10-13,154997,정상
P001673,C00469,GH-PN-0060,광화종합 연금프리미엄4,광화종합,연금,정상유지,2022-12-12,156264,중복_자차
P001674,C00470,GH-FI-0062,광화종합 화재실속형2,광화종합,화재,정상유지,2023-11-15,27780,정상
P001675,C00470,BD-AU-0153,백두손해 자동차실속형2,백두손해,자동차,정상유지,2022-01-01,82742,중복_실손
P001676,C00471,SS-PN-0103,삼산라이프 연금실속형2,삼산라이프,연금,정상유지,2024-12-04,318638,정상
P001677,C00471,GH-WL-0056,광화종합 종신기본형3,광화종합,종신,정상유지,2022-02-19,209336,공백_사망
P001678,C00472,DB-CH-0114,동백해상 어린이기본형2,동백해상,어린이,정상유지,2024-01-26,80634,중복_자차
P001679,C00472,HB-AU-0003,한빛생명 자동차실속형3,한빛생명,자동차,정상유지,2023-09-11,83166,공백_사망
P001680,C00473,CU-WL-0038,청우손해 종신기본형4,청우손해,종신,정상유지,2021-10-21,204656,중복_실손
P001681,C00473,GH-PN-0059,광화종합 연금기본형3,광화종합,연금,정상유지,2022-01-07,208430,공백_배상
P001682,C00473,BD-AU-0155,백두손해 자동차프리미엄4,백두손해,자동차,정상유지,2021-08-15,112780,중복_실손
P001683,C00473,CU-HE-0034,청우손해 실손기본형4,청우손해,실손,정상유지,2022-10-24,33902,중복_자차
P001684,C00474,IR-HE-0136,이레생명 실손프리미엄1,이레생명,실손,정상유지,2024-08-13,41562,공백_사망
P001685,C00474,BD-PN-0167,백두손해 연금표준형2,백두손해,연금,정상유지,2024-06-10,326776,공백_배상
P001686,C00474,SS-AU-0090,삼산라이프 자동차표준형2,삼산라이프,자동차,정상유지,2021-12-14,65352,중복_자차
P001687,C00475,HB-PN-0015,한빛생명 연금실속형3,한빛생명,연금,정상유지,2024-08-28,126223,중복_실손
P001688,C00475,CU-CH-0028,청우손해 어린이기본형2,청우손해,어린이,정상유지,2024-10-28,63090,공백_사망
P001689,C00475,BD-WL-0165,백두손해 종신프리미엄4,백두손해,종신,정상유지,2024-01-14,180675,중복_실손
P001690,C00475,CU-HE-0034,청우손해 실손기본형4,청우손해,실손,정상유지,2024-07-15,33902,중복_실손
P001691,C00476,DA-CH-0072,다올화재 어린이프리미엄3,다올화재,어린이,정상유지,2023-07-29,67456,중복_실손
P001692,C00476,DA-TR-0088,다올화재 여행자프리미엄2,다올화재,여행자,정상유지,2022-09-05,6550,정상
P001693,C00476,BD-HE-0160,백두손해 실손표준형2,백두손해,실손,정상유지,2024-10-12,31324,공백_사망
P001694,C00476,GH-PN-0058,광화종합 연금기본형2,광화종합,연금,정상유지,2024-09-26,134044,정상
P001695,C00476,SS-WL-0098,삼산라이프 종신프리미엄1,삼산라이프,종신,정상유지,2021-10-24,182251,공백_사망
P001696,C00477,IR-WL-0142,이레생명 종신기본형3,이레생명,종신,정상유지,2022-11-18,189151,공백_사망
P001697,C00477,HB-AU-0001,한빛생명 자동차표준형1,한빛생명,자동차,정상유지,2023-01-29,105163,정상
P001698,C00478,DA-CH-0072,다올화재 어린이프리미엄3,다올화재,어린이,정상유지,2025-05-15,67456,정상
P001699,C00478,BD-TR-0171,백두손해 여행자기본형2,백두손해,여행자,정상유지,2024-10-06,3514,공백_사망
P001700,C00478,DB-FI-0125,동백해상 화재프리미엄1,동백해상,화재,정상유지,2021-09-16,9505,중복_자차
P001701,C00478,IR-PN-0143,이레생명 연금실속형1,이레생명,연금,정상유지,2022-11-04,268032,공백_배상
P001702,C00478,IR-HE-0137,이레생명 실손표준형2,이레생명,실손,정상유지,2022-04-08,57903,정상
P001703,C00479,BD-HE-0160,백두손해 실손표준형2,백두손해,실손,정상유지,2021-04-17,31324,공백_사망
P001704,C00479,DB-TR-0129,동백해상 여행자표준형2,동백해상,여행자,정상유지,2021-08-15,14747,공백_사망
P001705,C00479,CU-WL-0036,청우손해 종신실속형2,청우손해,종신,정상유지,2022-01-19,257173,공백_사망
P001706,C00479,HB-PN-0016,한빛생명 연금기본형4,한빛생명,연금,정상유지,2024-11-01,112831,공백_사망
P001707,C00479,IR-AU-0132,이레생명 자동차실속형3,이레생명,자동차,정상유지,2022-03-25,47562,공백_배상
P001708,C00480,GH-TR-0067,광화종합 여행자기본형4,광화종합,여행자,정상유지,2021-06-14,4935,중복_실손
P001709,C00480,HB-HE-0007,한빛생명 실손실속형1,한빛생명,실손,정상유지,2024-10-25,23783,공백_사망
P001710,C00481,GH-PN-0058,광화종합 연금기본형2,광화종합,연금,정상유지,2021-06-20,134044,정상
P001711,C00481,SS-AU-0091,삼산라이프 자동차표준형3,삼산라이프,자동차,정상유지,2023-08-06,62331,중복_자차
P001712,C00481,GH-FI-0061,광화종합 화재기본형1,광화종합,화재,정상유지,2022-11-21,24758,중복_자차
P001713,C00481,DA-TR-0088,다올화재 여행자프리미엄2,다올화재,여행자,정상유지,2022-01-01,6550,중복_자차
P001714,C00482,DB-TR-0128,동백해상 여행자실속형1,동백해상,여행자,정상유지,2021-02-26,8326,정상
P001715,C00482,GH-PN-0057,광화종합 연금실속형1,광화종합,연금,정상유지,2023-12-09,225697,정상
P001716,C00482,IR-HE-0137,이레생명 실손표준형2,이레생명,실손,정상유지,2024-09-16,57903,공백_사망
P001717,C00483,BD-PN-0166,백두손해 연금표준형1,백두손해,연금,정상유지,2022-03-09,307535,정상
P001718,C00483,DB-HE-0116,동백해상 실손프리미엄1,동백해상,실손,정상유지,2023-11-15,32539,공백_배상
P001719,C00484,DA-HE-0074,다올화재 실손프리미엄2,다올화재,실손,정상유지,2022-04-02,56519,중복_실손
P001720,C00484,IR-PN-0143,이레생명 연금실속형1,이레생명,연금,정상유지,2021-10-12,268032,중복_자차
P001721,C00485,CU-TR-0043,청우손해 여행자실속형1,청우손해,여행자,정상유지,2024-04-18,13209,공백_사망
P001722,C00485,BD-FI-0169,백두손해 화재기본형2,백두손해,화재,정상유지,2021-11-02,22666,정상
P001723,C00486,IR-HE-0136,이레생명 실손프리미엄1,이레생명,실손,정상유지,2023-03-23,41562,정상
P001724,C00486,HB-FI-0017,한빛생명 화재프리미엄1,한빛생명,화재,정상유지,2023-08-02,10814,공백_배상
P001725,C00487,DB-CH-0115,동백해상 어린이프리미엄3,동백해상,어린이,정상유지,2021-08-31,64871,중복_실손
P001726,C00487,DB-FI-0126,동백해상 화재프리미엄2,동백해상,화재,정상유지,2021-06-30,22225,중복_자차
P001727,C00488,IR-FI-0147,이레생명 화재기본형2,이레생명,화재,정상유지,2023-02-24,23605,중복_실손
P001728,C00488,IR-HE-0137,이레생명 실손표준형2,이레생명,실손,정상유지,2021-12-18,57903,중복_실손
P001729,C00488,IR-AU-0130,이레생명 자동차기본형1,이레생명,자동차,정상유지,2022-06-05,58565,공백_배상
P001730,C00488,CU-PN-0040,청우손해 연금실속형2,청우손해,연금,정상유지,2023-03-30,238099,공백_배상
P001731,C00489,GH-TR-0064,광화종합 여행자표준형1,광화종합,여행자,정상유지,2021-05-07,8081,중복_실손
P001732,C00489,DB-WL-0121,동백해상 종신표준형2,동백해상,종신,정상유지,2024-01-01,224977,정상
P001733,C00489,DA-PN-0080,다올화재 연금표준형2,다올화재,연금,정상유지,2022-10-04,157871,정상
P001734,C00489,CU-AU-0026,청우손해 자동차실속형3,청우손해,자동차,정상유지,2021-06-09,116341,정상
P001735,C00489,DA-HE-0073,다올화재 실손기본형1,다올화재,실손,정상유지,2023-10-24,25116,중복_자차
P001736,C00490,DB-TR-0129,동백해상 여행자표준형2,동백해상,여행자,정상유지,2024-12-05,14747,중복_실손
P001737,C00490,BD-AU-0154,백두손해 자동차표준형3,백두손해,자동차,정상유지,2022-08-09,79597,중복_실손
P001738,C00491,HB-WL-0011,한빛생명 종신표준형3,한빛생명,종신,정상유지,2023-06-28,144769,공백_배상
P001739,C00491,IR-FI-0148,이레생명 화재표준형3,이레생명,화재,정상유지,2024-11-16,15031,정상
P001740,C00491,GH-PN-0058,광화종합 연금기본형2,광화종합,연금,정상유지,2021-11-09,134044,중복_자차
P001741,C00491,IR-HE-0137,이레생명 실손표준형2,이레생명,실손,정상유지,2023-05-19,57903,중복_실손
P001742,C00492,BD-FI-0169,백두손해 화재기본형2,백두손해,화재,정상유지,2022-10-11,22666,공백_배상
P001743,C00492,DA-AU-0068,다올화재 자동차표준형1,다올화재,자동차,정상유지,2022-12-27,107516,중복_자차
P001744,C00492,BD-HE-0161,백두손해 실손표준형3,백두손해,실손,정상유지,2022-12-01,28961,공백_배상
P001745,C00492,BD-WL-0164,백두손해 종신실속형3,백두손해,종신,정상유지,2024-01-11,185104,중복_실손
P001746,C00492,SS-TR-0110,삼산라이프 여행자프리미엄4,삼산라이프,여행자,정상유지,2024-07-17,12748,중복_자차
P001747,C00493,CU-HE-0032,청우손해 실손기본형2,청우손해,실손,정상유지,2021-07-01,48506,정상
P001748,C00493,GH-PN-0059,광화종합 연금기본형3,광화종합,연금,정상유지,2022-01-07,208430,정상
P001749,C00493,HB-AU-0001,한빛생명 자동차표준형1,한빛생명,자동차,정상유지,2022-08-07,105163,중복_실손
P001750,C00493,GH-FI-0063,광화종합 화재프리미엄3,광화종합,화재,정상유지,2023-12-20,23154,공백_사망
P001751,C00494,BD-HE-0160,백두손해 실손표준형2,백두손해,실손,정상유지,2024-12-21,31324,정상
P001752,C00494,BD-PN-0167,백두손해 연금표준형2,백두손해,연금,정상유지,2021-01-01,326776,공백_배상
P001753,C00494,SS-AU-0092,삼산라이프 자동차실속형4,삼산라이프,자동차,정상유지,2023-03-13,76176,중복_실손
P001754,C00495,BD-PN-0166,백두손해 연금표준형1,백두손해,연금,정상유지,2021-06-25,307535,공백_배상
P001755,C00495,DA-FI-0086,다올화재 화재표준형4,다올화재,화재,정상유지,2021-09-04,8133,공백_배상
P001756,C00495,GH-HE-0052,광화종합 실손표준형3,광화종합,실손,정상유지,2022-02-20,44028,중복_실손
P001757,C00495,SS-TR-0110,삼산라이프 여행자프리미엄4,삼산라이프,여행자,정상유지,2022-06-23,12748,정상
P001758,C00496,BD-TR-0170,백두손해 여행자프리미엄1,백두손해,여행자,정상유지,2024-11-15,9767,중복_자차
P001759,C00496,SS-FI-0106,삼산라이프 화재기본형2,삼산라이프,화재,정상유지,2021-08-01,31092,중복_자차
P001760,C00496,SS-PN-0102,삼산라이프 연금기본형1,삼산라이프,연금,정상유지,2023-09-01,107739,중복_자차
P001761,C00496,BD-AU-0155,백두손해 자동차프리미엄4,백두손해,자동차,정상유지,2021-12-18,112780,정상
P001762,C00497,DB-FI-0125,동백해상 화재프리미엄1,동백해상,화재,정상유지,2021-08-26,9505,공백_사망
P001763,C00497,DA-CH-0071,다올화재 어린이기본형2,다올화재,어린이,정상유지,2022-12-05,42213,공백_배상
P001764,C00497,GH-WL-0055,광화종합 종신프리미엄2,광화종합,종신,정상유지,2021-09-14,165517,공백_배상
P001765,C00497,DA-PN-0082,다올화재 연금기본형4,다올화재,연금,정상유지,2022-08-30,163670,공백_배상
P001766,C00497,DA-TR-0087,다올화재 여행자기본형1,다올화재,여행자,정상유지,2023-05-13,4422,정상
