policy_id,coverage_code,coverage_name,coverage_group,insured_amount,deductible_flag,rider_flag
P001534,P001534-RD1,입원일당확장,특약보강,20000000,N,Y
P001535,P001535-CV1,임시거주비,화재재산,100000000,Y,N
P001535,P001535-CV2,건물화재,화재재산,50000000,Y,N
P001535,P001535-CV3,가재도구,화재재산,200000000,N,Y
P001535,P001535-RD1,치과보강특약,특약보강,10000000,N,Y
P001535,P001535-RD2,운전자벌금,특약보강,20000000,N,Y
P001536,P001536-CV1,비급여의료비,실손의료,500000000,N,N
P001536,P001536-CV2,상급병실차액,실손의료,500000000,Y,N
P001536,P001536-CV3,통원의료비,실손의료,50000000,Y,Y
P001536,P001536-RD1,암진단가산,특약보강,10000000,N,Y
P001536,P001536-RD2,운전자벌금,특약보강,10000000,N,Y
P001537,P001537-CV1,임시거주비,화재재산,100000000,N,N
P001537,P001537-CV2,대물배상,화재재산,50000000,N,N
P001537,P001537-CV3,건물화재,화재재산,30000000,Y,N
P001537,P001537-RD1,암진단가산,특약보강,5000000,N,Y
P001537,P001537-RD2,운전자벌금,특약보강,10000000,N,Y
P001538,P001538-CV1,휴대품손해,여행자보장,200000000,N,N
P001538,P001538-CV2,배상책임,여행자보장,100000000,Y,N
P001538,P001538-CV3,해외의료비,여행자보장,30000000,N,N
P001538,P001538-RD1,암진단가산,특약보강,10000000,N,Y
P001538,P001538-RD2,운전자벌금,특약보강,20000000,N,Y
P001539,P001539-CV1,자기신체사고,자차손해,500000000,N,N
P001539,P001539-CV2,대물배상,자동차배상,200000000,N,N
P001539,P001539-CV3,자기차량손해,자차손해,30000000,Y,N
P001539,P001539-RD1,치과보강특약,특약보강,10000000,N,Y
P001539,P001539-RD2,암진단가산,특약보강,20000000,N,Y
P001540,P001540-CV1,자기차량손해,자차손해,30000000,N,N
P001540,P001540-CV2,대인배상,자동차배상,50000000,N,N
P001540,P001540-CV3,대물배상,자동차배상,500000000,N,Y
P001541,P001541-CV1,여행지연,여행자보장,200000000,N,N
P001541,P001541-CV2,항공기납치,여행자보장,10000000,Y,N
P001541,P001541-CV3,휴대품손해,여행자보장,50000000,N,N
P001541,P001541-RD1,운전자벌금,특약보강,5000000,N,Y
P001541,P001541-RD2,해외의료확장,특약보강,5000000,N,Y
P001542,P001542-CV1,임시거주비,화재재산,50000000,Y,N
P001542,P001542-CV2,대물배상,화재재산,500000000,N,N
P001542,P001542-CV3,건물화재,화재재산,30000000,Y,N
P001542,P001542-RD1,해외의료확장,특약보강,5000000,N,Y
P001543,P001543-CV1,어린이암진단비,자녀상해질병,50000000,N,N
P001543,P001543-CV2,배상책임,자녀상해질병,30000000,Y,N
P001543,P001543-CV3,입원일당,자녀상해질병,500000000,Y,Y
P001544,P001544-CV1,최저보증이율,노후연금,500000000,Y,N
P001544,P001544-CV2,조기해지환급금,노후연금,10000000,N,N
P001544,P001544-CV3,노후소득보장,노후연금,200000000,N,Y
P001544,P001544-RD1,입원일당확장,특약보강,10000000,N,Y
P001544,P001544-RD2,암진단가산,특약보강,10000000,N,Y
P001545,P001545-CV1,해외의료비,여행자보장,500000000,N,N
P001545,P001545-CV2,항공기납치,여행자보장,50000000,N,N
P001545,P001545-CV3,여행지연,여행자보장,500000000,N,Y
P001545,P001545-RD1,입원일당확장,특약보강,10000000,N,Y
P001545,P001545-RD2,입원일당확장,특약보강,20000000,N,Y
P001546,P001546-CV1,대물배상,화재재산,200000000,N,N
P001546,P001546-CV2,가재도구,화재재산,30000000,N,N
P001546,P001546-CV3,건물화재,화재재산,100000000,N,N
P001546,P001546-RD1,운전자벌금,특약보강,10000000,N,Y
P001547,P001547-CV1,재해사망,사망보장,200000000,Y,N
P001547,P001547-CV2,일반사망,사망보장,500000000,N,N
P001547,P001547-CV3,암진단자금,사망보장,10000000,N,Y
P001547,P001547-RD1,입원일당확장,특약보강,5000000,N,Y
P001547,P001547-RD2,치과보강특약,특약보강,10000000,N,Y
P001548,P001548-CV1,골절진단비,자녀상해질병,100000000,N,N
P001548,P001548-CV2,통원치료비,자녀상해질병,100000000,N,N
P001548,P001548-CV3,입원일당,자녀상해질병,500000000,N,N
P001548,P001548-RD1,운전자벌금,특약보강,10000000,N,Y
P001549,P001549-CV1,비급여의료비,실손의료,50000000,Y,N
P001549,P001549-CV2,상급병실차액,실손의료,30000000,N,N
P001549,P001549-CV3,통원의료비,실손의료,500000000,Y,N
P001549,P001549-RD1,해외의료확장,특약보강,10000000,N,Y
P001549,P001549-RD2,해외의료확장,특약보강,5000000,N,Y
P001550,P001550-CV1,연금개시,노후연금,10000000,N,N
P001550,P001550-CV2,노후소득보장,노후연금,200000000,Y,N
P001550,P001550-CV3,최저보증이율,노후연금,500000000,N,Y
P001550,P001550-RD1,치과보강특약,특약보강,5000000,N,Y
P001550,P001550-RD2,치과보강특약,특약보강,5000000,N,Y
P001551,P001551-CV1,뇌출혈진단,사망보장,50000000,N,N
P001551,P001551-CV2,고도후유장해,사망보장,30000000,Y,N
P001551,P001551-CV3,일반사망,사망보장,10000000,N,Y
P001551,P001551-RD1,해외의료확장,특약보강,5000000,N,Y
P001551,P001551-RD2,치과보강특약,특약보강,10000000,N,Y
P001552,P001552-CV1,임시거주비,화재재산,10000000,N,N
P001552,P001552-CV2,도난손해,화재재산,30000000,Y,N
P001552,P001552-CV3,대물배상,화재재산,200000000,Y,N
P001552,P001552-RD1,운전자벌금,특약보강,10000000,N,Y
P001552,P001552-RD2,암진단가산,특약보강,5000000,N,Y
P001553,P001553-CV1,배상책임,여행자보장,200000000,N,N
P001553,P001553-CV2,휴대품손해,여행자보장,100000000,N,N
P001553,P001553-CV3,항공기납치,여행자보장,200000000,N,N
P001553,P001553-RD1,치과보강특약,특약보강,5000000,N,Y
P001554,P001554-CV1,재해사망,사망보장,10000000,N,N
P001554,P001554-CV2,뇌출혈진단,사망보장,10000000,N,N
P001554,P001554-CV3,고도후유장해,사망보장,100000000,Y,Y
P001554,P001554-RD1,치과보강특약,특약보강,20000000,N,Y
P001554,P001554-RD2,해외의료확장,특약보강,20000000,N,Y
P001555,P001555-CV1,배상책임,여행자보장,100000000,N,N
P001555,P001555-CV2,해외의료비,여행자보장,500000000,Y,N
P001555,P001555-CV3,항공기납치,여행자보장,30000000,N,Y
P001555,P001555-RD1,해외의료확장,특약보강,20000000,N,Y
P001556,P001556-CV1,무보험차상해,자차손해,100000000,N,N
P001556,P001556-CV2,자기신체사고,자차손해,100000000,N,N
P001556,P001556-CV3,대인배상,자동차배상,100000000,Y,N
P001556,P001556-RD1,해외의료확장,특약보강,20000000,N,Y
P001557,P001557-CV1,가재도구,화재재산,50000000,Y,N
P001557,P001557-CV2,임시거주비,화재재산,500000000,N,N
P001557,P001557-CV3,대물배상,화재재산,500000000,Y,Y
P001557,P001557-RD1,암진단가산,특약보강,20000000,N,Y
P001557,P001557-RD2,해외의료확장,특약보강,5000000,N,Y
P001558,P001558-CV1,노후소득보장,노후연금,10000000,N,N
P001558,P001558-CV2,연금개시,노후연금,10000000,Y,N
P001558,P001558-CV3,최저보증이율,노후연금,100000000,N,Y
P001558,P001558-RD1,입원일당확장,특약보강,10000000,N,Y
P001558,P001558-RD2,암진단가산,특약보강,5000000,N,Y
P001559,P001559-CV1,재해사망,사망보장,50000000,N,N
P001559,P001559-CV2,뇌출혈진단,사망보장,500000000,N,N
P001559,P001559-CV3,고도후유장해,사망보장,30000000,Y,Y
P001559,P001559-RD1,해외의료확장,특약보강,10000000,N,Y
P001560,P001560-CV1,연금개시,노후연금,10000000,Y,N
P001560,P001560-CV2,최저보증이율,노후연금,10000000,N,N
P001560,P001560-CV3,노후소득보장,노후연금,100000000,N,Y
P001561,P001561-CV1,대물배상,자동차배상,200000000,N,N
P001561,P001561-CV2,자기신체사고,자차손해,500000000,Y,N
P001561,P001561-CV3,자기차량손해,자차손해,500000000,N,N
P001562,P001562-CV1,여행지연,여행자보장,30000000,N,N
P001562,P001562-CV2,항공기납치,여행자보장,200000000,Y,N
P001562,P001562-CV3,해외의료비,여행자보장,200000000,N,N
P001563,P001563-CV1,대물배상,자동차배상,500000000,N,N
P001563,P001563-CV2,대인배상,자동차배상,50000000,N,N
P001563,P001563-CV3,무보험차상해,자차손해,30000000,Y,Y
P001563,P001563-RD1,운전자벌금,특약보강,20000000,N,Y
P001563,P001563-RD2,입원일당확장,특약보강,10000000,N,Y
P001564,P001564-CV1,휴대품손해,여행자보장,100000000,N,N
P001564,P001564-CV2,해외의료비,여행자보장,500000000,N,N
P001564,P001564-CV3,여행지연,여행자보장,200000000,Y,N
P001565,P001565-CV1,뇌출혈진단,사망보장,10000000,N,N
P001565,P001565-CV2,고도후유장해,사망보장,10000000,N,N
P001565,P001565-CV3,암진단자금,사망보장,200000000,N,N
P001566,P001566-CV1,골절진단비,자녀상해질병,500000000,Y,N
P001566,P001566-CV2,통원치료비,자녀상해질병,10000000,N,N
P001566,P001566-CV3,입원일당,자녀상해질병,200000000,Y,N
P001566,P001566-RD1,암진단가산,특약보강,10000000,N,Y
P001567,P001567-CV1,연금개시,노후연금,200000000,N,N
P001567,P001567-CV2,최저보증이율,노후연금,100000000,Y,N
P001567,P001567-CV3,노후소득보장,노후연금,50000000,Y,Y
P001568,P001568-CV1,뇌출혈진단,사망보장,10000000,N,N
P001568,P001568-CV2,고도후유장해,사망보장,500000000,N,N
P001568,P001568-CV3,일반사망,사망보장,100000000,N,N
P001568,P001568-RD1,해외의료확장,특약보강,20000000,N,Y
P001568,P001568-RD2,해외의료확장,특약보강,5000000,N,Y
P001569,P001569-CV1,통원치료비,자녀상해질병,100000000,N,N
P001569,P001569-CV2,배상책임,자녀상해질병,50000000,Y,N
P001569,P001569-CV3,골절진단비,자녀상해질병,200000000,Y,Y
P001569,P001569-RD1,해외의료확장,특약보강,10000000,N,Y
P001569,P001569-RD2,입원일당확장,특약보강,10000000,N,Y
P001570,P001570-CV1,휴대품손해,여행자보장,500000000,N,N
P001570,P001570-CV2,여행지연,여행자보장,500000000,N,N
P001570,P001570-CV3,해외의료비,여행자보장,200000000,N,N
P001570,P001570-RD1,입원일당확장,특약보강,10000000,N,Y
P001571,P001571-CV1,어린이암진단비,자녀상해질병,30000000,N,N
P001571,P001571-CV2,배상책임,자녀상해질병,30000000,N,N
P001571,P001571-CV3,입원일당,자녀상해질병,100000000,Y,Y
P001571,P001571-RD1,암진단가산,특약보강,10000000,N,Y
P001572,P001572-CV1,임시거주비,화재재산,100000000,Y,N
P001572,P001572-CV2,대물배상,화재재산,30000000,N,N
P001572,P001572-CV3,건물화재,화재재산,500000000,N,Y
P001573,P001573-CV1,최저보증이율,노후연금,500000000,N,N
P001573,P001573-CV2,연금개시,노후연금,100000000,Y,N
P001573,P001573-CV3,조기해지환급금,노후연금,30000000,N,Y
P001573,P001573-RD1,운전자벌금,특약보강,10000000,N,Y
P001574,P001574-CV1,대물배상,화재재산,10000000,N,N
P001574,P001574-CV2,도난손해,화재재산,200000000,N,N
P001574,P001574-CV3,임시거주비,화재재산,10000000,N,N
P001574,P001574-RD1,입원일당확장,특약보강,20000000,N,Y
P001574,P001574-RD2,암진단가산,특약보강,10000000,N,Y
P001575,P001575-CV1,휴대품손해,여행자보장,500000000,N,N
P001575,P001575-CV2,배상책임,여행자보장,500000000,N,N
P001575,P001575-CV3,해외의료비,여행자보장,100000000,N,Y
P001575,P001575-RD1,치과보강특약,특약보강,5000000,N,Y
P001576,P001576-CV1,통원의료비,실손의료,200000000,Y,N
P001576,P001576-CV2,급여의료비,실손의료,10000000,N,N
P001576,P001576-CV3,입원의료비,실손의료,50000000,N,Y
P001576,P001576-RD1,입원일당확장,특약보강,20000000,N,Y
P001576,P001576-RD2,입원일당확장,특약보강,5000000,N,Y
P001577,P001577-CV1,대물배상,자동차배상,10000000,Y,N
P001577,P001577-CV2,자기신체사고,자차손해,50000000,N,N
P001577,P001577-CV3,자기차량손해,자차손해,200000000,N,Y
P001577,P001577-RD1,입원일당확장,특약보강,10000000,N,Y
P001578,P001578-CV1,조기해지환급금,노후연금,200000000,N,N
P001578,P001578-CV2,의료간병자금,노후연금,10000000,Y,N
P001578,P001578-CV3,노후소득보장,노후연금,200000000,N,N
P001579,P001579-CV1,조기해지환급금,노후연금,100000000,N,N
P001579,P001579-CV2,의료간병자금,노후연금,30000000,N,N
P001579,P001579-CV3,노후소득보장,노후연금,100000000,N,N
P001579,P001579-RD1,입원일당확장,특약보강,20000000,N,Y
P001579,P001579-RD2,해외의료확장,특약보강,10000000,N,Y
P001580,P001580-CV1,비급여의료비,실손의료,30000000,N,N
P001580,P001580-CV2,상급병실차액,실손의료,10000000,N,N
P001580,P001580-CV3,급여의료비,실손의료,500000000,N,Y
P001580,P001580-RD1,치과보강특약,특약보강,5000000,N,Y
P001581,P001581-CV1,임시거주비,화재재산,100000000,Y,N
P001581,P001581-CV2,건물화재,화재재산,10000000,N,N
P001581,P001581-CV3,가재도구,화재재산,50000000,Y,N
P001581,P001581-RD1,암진단가산,특약보강,10000000,N,Y
P001582,P001582-CV1,여행지연,여행자보장,30000000,N,N
P001582,P001582-CV2,휴대품손해,여행자보장,50000000,Y,N
P001582,P001582-CV3,해외의료비,여행자보장,200000000,N,N
P001582,P001582-RD1,운전자벌금,특약보강,5000000,N,Y
P001582,P001582-RD2,치과보강특약,특약보강,10000000,N,Y
P001583,P001583-CV1,비급여의료비,실손의료,10000000,Y,N
P001583,P001583-CV2,입원의료비,실손의료,500000000,N,N
P001583,P001583-CV3,통원의료비,실손의료,30000000,N,Y
P001584,P001584-CV1,재해사망,사망보장,500000000,N,N
P001584,P001584-CV2,암진단자금,사망보장,100000000,Y,N
P001584,P001584-CV3,뇌출혈진단,사망보장,50000000,N,N
P001585,P001585-CV1,무보험차상해,자차손해,30000000,N,N
P001585,P001585-CV2,대물배상,자동차배상,10000000,N,N
P001585,P001585-CV3,자기신체사고,자차손해,500000000,N,Y
P001586,P001586-CV1,임시거주비,화재재산,100000000,N,N
P001586,P001586-CV2,대물배상,화재재산,200000000,Y,N
P001586,P001586-CV3,건물화재,화재재산,500000000,N,N
P001586,P001586-RD1,치과보강특약,특약보강,5000000,N,Y
P001587,P001587-CV1,상급병실차액,실손의료,50000000,Y,N
P001587,P001587-CV2,입원의료비,실손의료,100000000,N,N
P001587,P001587-CV3,통원의료비,실손의료,100000000,N,Y
P001588,P001588-CV1,조기해지환급금,노후연금,500000000,Y,N
P001588,P001588-CV2,최저보증이율,노후연금,200000000,Y,N
P001588,P001588-CV3,노후소득보장,노후연금,30000000,Y,N
P001589,P001589-CV1,해외의료비,여행자보장,500000000,N,N
P001589,P001589-CV2,여행지연,여행자보장,500000000,N,N
P001589,P001589-CV3,항공기납치,여행자보장,500000000,N,N
P001590,P001590-CV1,해외의료비,여행자보장,50000000,N,N
P001590,P001590-CV2,여행지연,여행자보장,30000000,N,N
P001590,P001590-CV3,항공기납치,여행자보장,50000000,Y,N
P001590,P001590-RD1,치과보강특약,특약보강,10000000,N,Y
P001591,P001591-CV1,통원의료비,실손의료,30000000,Y,N
P001591,P001591-CV2,급여의료비,실손의료,10000000,N,N
P001591,P001591-CV3,입원의료비,실손의료,10000000,N,N
P001591,P001591-RD1,운전자벌금,특약보강,5000000,N,Y
P001592,P001592-CV1,자기차량손해,자차손해,200000000,Y,N
P001592,P001592-CV2,대물배상,자동차배상,30000000,N,N
P001592,P001592-CV3,무보험차상해,자차손해,200000000,N,N
P001592,P001592-RD1,암진단가산,특약보강,20000000,N,Y
P001593,P001593-CV1,도난손해,화재재산,100000000,N,N
P001593,P001593-CV2,임시거주비,화재재산,30000000,N,N
P001593,P001593-CV3,대물배상,화재재산,500000000,Y,Y
P001593,P001593-RD1,입원일당확장,특약보강,5000000,N,Y
P001593,P001593-RD2,치과보강특약,특약보강,20000000,N,Y
P001594,P001594-CV1,의료간병자금,노후연금,100000000,N,N
P001594,P001594-CV2,최저보증이율,노후연금,30000000,N,N
P001594,P001594-CV3,연금개시,노후연금,10000000,Y,N
P001594,P001594-RD1,운전자벌금,특약보강,10000000,N,Y
P001595,P001595-CV1,대인배상,자동차배상,500000000,N,N
P001595,P001595-CV2,무보험차상해,자차손해,30000000,N,N
P001595,P001595-CV3,대물배상,자동차배상,10000000,N,N
P001595,P001595-RD1,입원일당확장,특약보강,10000000,N,Y
P001595,P001595-RD2,암진단가산,특약보강,10000000,N,Y
P001596,P001596-CV1,암진단자금,사망보장,10000000,N,N
P001596,P001596-CV2,뇌출혈진단,사망보장,30000000,N,N
P001596,P001596-CV3,일반사망,사망보장,50000000,Y,N
P001597,P001597-CV1,여행지연,여행자보장,10000000,N,N
P001597,P001597-CV2,해외의료비,여행자보장,200000000,N,N
P001597,P001597-CV3,휴대품손해,여행자보장,10000000,Y,N
P001598,P001598-CV1,재해사망,사망보장,500000000,N,N
P001598,P001598-CV2,뇌출혈진단,사망보장,30000000,N,N
P001598,P001598-CV3,일반사망,사망보장,10000000,Y,N
P001598,P001598-RD1,해외의료확장,특약보강,5000000,N,Y
P001599,P001599-CV1,휴대품손해,여행자보장,50000000,N,N
P001599,P001599-CV2,배상책임,여행자보장,100000000,N,N
P001599,P001599-CV3,여행지연,여행자보장,10000000,Y,N
P001599,P001599-RD1,입원일당확장,특약보강,10000000,N,Y
P001600,P001600-CV1,건물화재,화재재산,500000000,N,N
P001600,P001600-CV2,임시거주비,화재재산,500000000,N,N
P001600,P001600-CV3,대물배상,화재재산,30000000,Y,N
P001600,P001600-RD1,해외의료확장,특약보강,10000000,N,Y
P001601,P001601-CV1,통원의료비,실손의료,100000000,Y,N
P001601,P001601-CV2,급여의료비,실손의료,10000000,Y,N
P001601,P001601-CV3,입원의료비,실손의료,500000000,N,Y
P001602,P001602-CV1,통원의료비,실손의료,50000000,N,N
P001602,P001602-CV2,입원의료비,실손의료,50000000,Y,N
P001602,P001602-CV3,상급병실차액,실손의료,30000000,N,N
P001603,P001603-CV1,의료간병자금,노후연금,200000000,N,N
P001603,P001603-CV2,최저보증이율,노후연금,10000000,N,N
P001603,P001603-CV3,연금개시,노후연금,500000000,N,N
P001603,P001603-RD1,입원일당확장,특약보강,5000000,N,Y
P001604,P001604-CV1,여행지연,여행자보장,500000000,N,N
P001604,P001604-CV2,휴대품손해,여행자보장,500000000,Y,N
P001604,P001604-CV3,해외의료비,여행자보장,100000000,Y,N
P001604,P001604-RD1,운전자벌금,특약보강,20000000,N,Y
P001604,P001604-RD2,입원일당확장,특약보강,5000000,N,Y
P001605,P001605-CV1,건물화재,화재재산,200000000,N,N
P001605,P001605-CV2,임시거주비,화재재산,500000000,Y,N
P001605,P001605-CV3,도난손해,화재재산,500000000,N,Y
P001605,P001605-RD1,해외의료확장,특약보강,20000000,N,Y
P001605,P001605-RD2,입원일당확장,특약보강,5000000,N,Y
P001606,P001606-CV1,통원치료비,자녀상해질병,200000000,N,N
P001606,P001606-CV2,골절진단비,자녀상해질병,50000000,Y,N
P001606,P001606-CV3,입원일당,자녀상해질병,10000000,N,N
P001606,P001606-RD1,치과보강특약,특약보강,10000000,N,Y
P001607,P001607-CV1,대인배상,자동차배상,500000000,Y,N
P001607,P001607-CV2,무보험차상해,자차손해,50000000,Y,N
P001607,P001607-CV3,대물배상,자동차배상,100000000,N,N
P001607,P001607-RD1,입원일당확장,특약보강,10000000,N,Y
P001607,P001607-RD2,치과보강특약,특약보강,20000000,N,Y
P001608,P001608-CV1,통원의료비,실손의료,100000000,Y,N
P001608,P001608-CV2,급여의료비,실손의료,10000000,N,N
P001608,P001608-CV3,입원의료비,실손의료,100000000,N,Y
P001609,P001609-CV1,암진단자금,사망보장,50000000,N,N
P001609,P001609-CV2,뇌출혈진단,사망보장,200000000,N,N
P001609,P001609-CV3,재해사망,사망보장,50000000,Y,N
P001609,P001609-RD1,암진단가산,특약보강,5000000,N,Y
P001610,P001610-CV1,재해사망,사망보장,200000000,N,N
P001610,P001610-CV2,뇌출혈진단,사망보장,500000000,N,N
P001610,P001610-CV3,고도후유장해,사망보장,100000000,N,N
P001611,P001611-CV1,골절진단비,자녀상해질병,10000000,N,N
P001611,P001611-CV2,배상책임,자녀상해질병,200000000,N,N
P001611,P001611-CV3,입원일당,자녀상해질병,30000000,N,N
P001612,P001612-CV1,노후소득보장,노후연금,200000000,Y,N
P001612,P001612-CV2,최저보증이율,노후연금,100000000,Y,N
P001612,P001612-CV3,연금개시,노후연금,10000000,N,N
P001613,P001613-CV1,자기신체사고,자차손해,10000000,N,N
P001613,P001613-CV2,자기차량손해,자차손해,50000000,N,N
P001613,P001613-CV3,무보험차상해,자차손해,30000000,N,N
P001614,P001614-CV1,연금개시,노후연금,30000000,N,N
P001614,P001614-CV2,조기해지환급금,노후연금,500000000,N,N
P001614,P001614-CV3,의료간병자금,노후연금,500000000,N,N
P001615,P001615-CV1,항공기납치,여행자보장,30000000,N,N
P001615,P001615-CV2,여행지연,여행자보장,50000000,N,N
P001615,P001615-CV3,배상책임,여행자보장,100000000,N,Y
P001615,P001615-RD1,운전자벌금,특약보강,10000000,N,Y
P001615,P001615-RD2,치과보강특약,특약보강,5000000,N,Y
P001616,P001616-CV1,임시거주비,화재재산,50000000,N,N
P001616,P001616-CV2,건물화재,화재재산,50000000,Y,N
P001616,P001616-CV3,가재도구,화재재산,30000000,Y,N
P001616,P001616-RD1,치과보강특약,특약보강,10000000,N,Y
P001616,P001616-RD2,해외의료확장,특약보강,5000000,N,Y
P001617,P001617-CV1,뇌출혈진단,사망보장,30000000,N,N
P001617,P001617-CV2,재해사망,사망보장,30000000,N,N
P001617,P001617-CV3,일반사망,사망보장,100000000,N,Y
P001617,P001617-RD1,치과보강특약,특약보강,5000000,N,Y
P001618,P001618-CV1,비급여의료비,실손의료,30000000,N,N
P001618,P001618-CV2,상급병실차액,실손의료,500000000,N,N
P001618,P001618-CV3,통원의료비,실손의료,200000000,N,N
P001618,P001618-RD1,해외의료확장,특약보강,10000000,N,Y
P001619,P001619-CV1,가재도구,화재재산,50000000,Y,N
P001619,P001619-CV2,임시거주비,화재재산,10000000,N,N
P001619,P001619-CV3,도난손해,화재재산,500000000,Y,Y
P001619,P001619-RD1,입원일당확장,특약보강,10000000,N,Y
P001619,P001619-RD2,입원일당확장,특약보강,5000000,N,Y
P001620,P001620-CV1,조기해지환급금,노후연금,50000000,Y,N
P001620,P001620-CV2,연금개시,노후연금,200000000,N,N
P001620,P001620-CV3,최저보증이율,노후연금,10000000,Y,Y
P001620,P001620-RD1,치과보강특약,특약보강,5000000,N,Y
P001621,P001621-CV1,배상책임,여행자보장,50000000,Y,N
P001621,P001621-CV2,해외의료비,여행자보장,100000000,N,N
P001621,P001621-CV3,항공기납치,여행자보장,50000000,Y,Y
P001621,P001621-RD1,해외의료확장,특약보강,20000000,N,Y
P001622,P001622-CV1,노후소득보장,노후연금,100000000,N,N
P001622,P001622-CV2,의료간병자금,노후연금,500000000,Y,N
P001622,P001622-CV3,조기해지환급금,노후연금,50000000,Y,N
P001622,P001622-RD1,암진단가산,특약보강,10000000,N,Y
P001622,P001622-RD2,해외의료확장,특약보강,5000000,N,Y
P001623,P001623-CV1,대물배상,화재재산,10000000,Y,N
P001623,P001623-CV2,건물화재,화재재산,30000000,Y,N
P001623,P001623-CV3,가재도구,화재재산,500000000,N,N
P001624,P001624-CV1,입원의료비,실손의료,30000000,N,N
P001624,P001624-CV2,급여의료비,실손의료,100000000,N,N
P001624,P001624-CV3,통원의료비,실손의료,100000000,Y,N
P001624,P001624-RD1,입원일당확장,특약보강,10000000,N,Y
P001625,P001625-CV1,암진단자금,사망보장,10000000,N,N
P001625,P001625-CV2,고도후유장해,사망보장,500000000,Y,N
P001625,P001625-CV3,뇌출혈진단,사망보장,10000000,Y,N
P001626,P001626-CV1,입원일당,자녀상해질병,10000000,Y,N
P001626,P001626-CV2,골절진단비,자녀상해질병,100000000,Y,N
P001626,P001626-CV3,통원치료비,자녀상해질병,500000000,N,Y
P001626,P001626-RD1,운전자벌금,특약보강,20000000,N,Y
P001627,P001627-CV1,연금개시,노후연금,50000000,N,N
P001627,P001627-CV2,조기해지환급금,노후연금,100000000,N,N
P001627,P001627-CV3,의료간병자금,노후연금,500000000,N,N
P001627,P001627-RD1,운전자벌금,특약보강,5000000,N,Y
P001628,P001628-CV1,자기차량손해,자차손해,500000000,Y,N
P001628,P001628-CV2,대물배상,자동차배상,100000000,N,N
P001628,P001628-CV3,대인배상,자동차배상,500000000,Y,Y
P001628,P001628-RD1,암진단가산,특약보강,10000000,N,Y
P001629,P001629-CV1,암진단자금,사망보장,200000000,N,N
P001629,P001629-CV2,고도후유장해,사망보장,30000000,Y,N
P001629,P001629-CV3,뇌출혈진단,사망보장,200000000,Y,N
P001629,P001629-RD1,입원일당확장,특약보강,20000000,N,Y
P001630,P001630-CV1,가재도구,화재재산,50000000,Y,N
P001630,P001630-CV2,도난손해,화재재산,500000000,Y,N
P001630,P001630-CV3,건물화재,화재재산,500000000,N,N
P001630,P001630-RD1,암진단가산,특약보강,10000000,N,Y
P001630,P001630-RD2,입원일당확장,특약보강,20000000,N,Y
P001631,P001631-CV1,통원치료비,자녀상해질병,500000000,N,N
P001631,P001631-CV2,어린이암진단비,자녀상해질병,30000000,N,N
P001631,P001631-CV3,골절진단비,자녀상해질병,10000000,N,N
P001631,P001631-RD1,치과보강특약,특약보강,10000000,N,Y
P001632,P001632-CV1,입원의료비,실손의료,50000000,N,N
P001632,P001632-CV2,통원의료비,실손의료,200000000,N,N
P001632,P001632-CV3,급여의료비,실손의료,200000000,Y,Y
P001632,P001632-RD1,치과보강특약,특약보강,5000000,N,Y
P001632,P001632-RD2,암진단가산,특약보강,10000000,N,Y
P001633,P001633-CV1,암진단자금,사망보장,10000000,N,N
P001633,P001633-CV2,뇌출혈진단,사망보장,50000000,N,N
P001633,P001633-CV3,재해사망,사망보장,50000000,N,N
P001633,P001633-RD1,운전자벌금,특약보강,20000000,N,Y
P001634,P001634-CV1,자기신체사고,자차손해,500000000,N,N
P001634,P001634-CV2,자기차량손해,자차손해,50000000,Y,N
P001634,P001634-CV3,무보험차상해,자차손해,100000000,Y,N
P001635,P001635-CV1,최저보증이율,노후연금,50000000,Y,N
P001635,P001635-CV2,연금개시,노후연금,50000000,Y,N
P001635,P001635-CV3,노후소득보장,노후연금,200000000,N,N
P001636,P001636-CV1,대물배상,자동차배상,10000000,Y,N
P001636,P001636-CV2,대인배상,자동차배상,100000000,Y,N
P001636,P001636-CV3,자기차량손해,자차손해,500000000,N,N
P001636,P001636-RD1,암진단가산,특약보강,10000000,N,Y
P001637,P001637-CV1,어린이암진단비,자녀상해질병,100000000,N,N
P001637,P001637-CV2,배상책임,자녀상해질병,200000000,N,N
P001637,P001637-CV3,입원일당,자녀상해질병,100000000,N,Y
P001637,P001637-RD1,해외의료확장,특약보강,20000000,N,Y
P001638,P001638-CV1,상급병실차액,실손의료,30000000,N,N
P001638,P001638-CV2,입원의료비,실손의료,50000000,N,N
P001638,P001638-CV3,통원의료비,실손의료,10000000,N,N
P001639,P001639-CV1,재해사망,사망보장,100000000,Y,N
P001639,P001639-CV2,암진단자금,사망보장,100000000,N,N
P001639,P001639-CV3,뇌출혈진단,사망보장,200000000,N,Y
P001639,P001639-RD1,해외의료확장,특약보강,10000000,N,Y
P001639,P001639-RD2,입원일당확장,특약보강,10000000,N,Y
P001640,P001640-CV1,일반사망,사망보장,10000000,Y,N
P001640,P001640-CV2,뇌출혈진단,사망보장,30000000,N,N
P001640,P001640-CV3,재해사망,사망보장,100000000,N,Y
P001640,P001640-RD1,운전자벌금,특약보강,10000000,N,Y
P001641,P001641-CV1,노후소득보장,노후연금,30000000,N,N
P001641,P001641-CV2,의료간병자금,노후연금,100000000,Y,N
P001641,P001641-CV3,조기해지환급금,노후연금,50000000,N,N
